date,lower_dte,upper_dte,tenor_method,atm_iv,put_shoulder_iv,call_shoulder_iv,put_tail_iv,call_tail_iv,forward,atm_logm,put_shoulder_logm,call_shoulder_logm,put_tail_logm,call_tail_logm,atm_count,put_shoulder_count,call_shoulder_count,put_tail_count,call_tail_count
2000-01-17,24.0,24.0,nearest_tenor,0.3168155185589271,0.31433632344587176,0.3283128521812183,0.3459485405024126,0.335,124.85,0.0034907645062413305,-0.0404496930343458,0.050220720121206805,-0.11125780793772688,0.09651090038084385,3.0,3.0,4.0,3.0,1.0
2000-01-18,23.0,23.0,nearest_tenor,0.30457389613302005,0.299355060827982,0.3115295942865875,0.3288866992711611,0.316,124.8,0.00323124216122477,-0.038857212385392526,0.04798715492367842,-0.10892830497618698,0.09691146117129867,3.0,3.0,4.0,3.0,1.0
2000-01-20,21.0,21.0,nearest_tenor,0.3450622951935425,0.34234964704148335,0.3604610204076455,0.35,0.35723729861188563,120.7,0.004546060131859391,-0.04571121640494901,0.053537393574669204,-0.09282776231106966,0.12168549781094938,4.0,3.0,5.0,1.0,2.0
2000-01-28,13.0,13.0,nearest_tenor,0.36356256441315815,0.3545628286475679,0.36031797005464894,0.37521044951651306,0.3536732512112354,119.0,0.0008678370321312245,-0.0349524544184332,0.04485941103817454,-0.09255695292909041,0.11023329333302498,2.0,3.0,3.0,2.0,4.0
2000-01-31,10.0,10.0,nearest_tenor,0.38425006613281387,0.37786116968946415,0.38999999999999996,0.3954220391789729,0.3820656455652663,119.31,0.0025652166530227595,-0.03422411806144161,0.041919700020009484,-0.09214211396903733,0.1069698447535783,3.0,3.0,3.0,2.0,4.0
2000-02-01,9.0,9.0,nearest_tenor,0.36022697041338186,0.3891520116720509,0.3650257183487657,0.37,0.36372682427622494,116.61,-1.2382520207689294e-05,-0.032802972849428895,0.036322655198382965,-0.08134418596452399,0.0937616909099895,2.0,3.0,2.0,1.0,4.0
2000-02-11,27.0,27.0,nearest_tenor,0.3163641216190757,0.29776437434799485,0.32620929679319144,0.3380905867058076,0.326987658974759,121.8,0.005338032596709861,-0.044214715702830046,0.053715677396319855,-0.15486148073329722,0.1152026646692487,3.0,4.0,4.0,7.0,2.0
2000-02-14,24.0,24.0,nearest_tenor,0.3764912966421507,0.338659062487996,0.38746676146694375,0.39049152819127253,0.37184400479944685,116.7,0.006720938152892838,-0.046689006818441826,0.05881855151398064,-0.15605855183946532,0.14036157782485803,3.0,4.0,4.0,6.0,4.0
2000-02-15,23.0,23.0,nearest_tenor,0.3819316586845095,0.3629804853179721,0.39517810980269147,0.37855622041689413,0.4018403263914139,111.60000000000001,0.005175653926854948,-0.04713532879367898,0.06067263907857276,-0.1498086593725651,0.15952390461121205,3.0,4.0,4.0,5.0,6.0
2000-02-16,22.0,22.0,nearest_tenor,0.4025351211427623,0.3455940728067654,0.41895731770201594,0.37680109380910654,0.41596770804115857,111.89999999999999,0.007006406777363694,-0.04708155381505906,0.0658776318961516,-0.15060390149791086,0.17259952682654503,3.0,4.0,5.0,5.0,4.0
2000-02-17,21.0,21.0,nearest_tenor,0.38046945287137046,0.37868881549849653,0.3850336562729535,0.4062258890077659,0.3852942956837262,113.35000000000001,0.00482512219496434,-0.045632610117809766,0.061488737940198414,-0.14656197753017286,0.14908738920371684,4.0,4.0,4.0,5.0,5.0
2000-02-18,20.0,20.0,nearest_tenor,0.3785621896457289,0.3179212304984383,0.40708466450988834,0.3736378086509853,0.3956831865975337,112.5,0.0044446763909017735,-0.04233694967251241,0.061764256150805934,-0.13501487620970126,0.15017547806970757,4.0,3.0,3.0,5.0,6.0
2000-02-21,17.0,17.0,nearest_tenor,0.4135428372330415,0.3999603303718236,0.4259808137505083,0.4243932093886731,0.4402111578517133,107.5,0.0033924049462402,-0.04571162441555962,0.06304620575183549,-0.1351191906759138,0.15889479074430565,4.0,3.0,3.0,4.0,7.0
2000-02-22,16.0,16.0,nearest_tenor,0.41106403897345883,0.4137265998929521,0.43398264938154685,0.4246034084496013,0.4362209067083808,108.0,0.006346501829852982,-0.06123925337819255,0.053464198336819826,-0.13571713685676373,0.1483464127748349,2.0,2.0,4.0,4.0,6.0
2000-02-23,15.0,15.0,nearest_tenor,0.37890180795048484,0.3815245306807603,0.3994971506432524,0.4092931915542285,0.38498957347275714,111.22,0.0013098998463130479,-0.03797788437387138,0.05148239312858474,-0.1344422821393965,0.1290488399591327,2.0,3.0,3.0,4.0,5.0
2000-02-24,14.0,14.0,nearest_tenor,0.3836813139813334,0.38071650820973313,0.37551102858201524,0.37802030086726934,0.3705308910955621,109.0,0.00045512591161168064,-0.03793901901043644,0.04283718895007059,-0.11686024575861892,0.12520688962957058,2.0,3.0,2.0,4.0,5.0
2000-02-25,13.0,13.0,nearest_tenor,0.3902789447421814,0.3371169317039596,0.3766087239030777,0.3544582008945309,0.3720727856650186,109.5,0.003964691117508173,-0.037539585916513504,0.04501020291861542,-0.10814683142720902,0.1205946206102076,3.0,3.0,3.0,3.0,5.0
2000-02-28,10.0,10.0,nearest_tenor,0.40042955064992547,0.37591328255425516,0.41595413762215616,0.40199700794317295,0.46501726984149483,102.5,0.004027628376842186,-0.0348880230687685,0.05493977040706491,-0.10091254646153487,0.13380736622172026,3.0,2.0,2.0,3.0,6.0
2000-02-29,9.0,9.0,nearest_tenor,0.3518339414613915,0.33722183382026044,0.3752463560407904,0.4003758914671569,0.4053473585440768,103.67999999999999,0.0029231723841733714,-0.026535884408881227,0.036153905255664635,-0.09856855079422364,0.10674344094022144,2.0,2.0,3.0,4.0,4.0
