date,vk_direct_close,vk_logret_1,vk_logret_5,vk_logret_10,vk_logret_21,vk_logret_63,vk_pctile_63,vk_robust_z_63,vk_pctile_126,vk_robust_z_126,vk_pctile_252,vk_robust_z_252,vk_pctile_756,vk_robust_z_756,vk_shock_5,vk_shock_10,vk_shock_21,vk_acceleration_5,vk_acceleration_21,vk_fast_slow,vk_upside_semivol_5,vk_positive_fraction_5,vk_upside_semivol_21,vk_positive_fraction_21,vk_upside_semivol_63,vk_positive_fraction_63,vk_intraday_range_5,vk_intraday_range_21,vk_distance_high21,vk_distance_high63,vk_close_location21,vk_days_since_high63,vk_fear_rising,vk_fear_falling,vk_panic_confirmation,vk_panic_exhaustion,vk_level_slope,vk_month_mean,vk_month_max,vk_month_min,vk_month_close_to_max,vk_month_range,vk_month_mean_gap
2003-01,35.88,-0.013289232118682826,-0.021778944892639096,0.0005575690136088163,,,,,,,,,,,,,,-0.04411545879888701,,,0.3553079881365626,0.4,0.4587387330343121,0.47619047619047616,,,0.0,0.0,-0.06708268330733225,,0.523985239852399,,,,,,,35.84142857142857,38.46,33.04,-0.06708268330733225,0.16404358353510906,0.0010761688389333557
2003-02,35.45,-0.002254157054799144,0.018793263814286032,-0.053547451442349736,-0.02534601633114164,,,,,,,,,,,,,0.0911339790709218,,0.024828029607414995,0.29940621141800483,0.2,0.3047021069555249,0.38095238095238093,0.39238168144564217,0.43902439024390244,0.0,0.0,-0.10705289672544083,-0.10705289672544083,0.16829745596868875,11.0,,,,,,36.555,39.7,34.59,-0.10705289672544083,0.14773055796472967,-0.030228422924360454
2003-03,40.96,0.06949871927244411,-0.006570165987556109,-0.046275845202718546,0.14447272775311593,,0.9032258064516129,,,,,,,,-0.08027785212279995,-0.39981470604530855,0.8613519277307347,0.03313551322760633,0.16981874408425757,-0.04096843450020276,0.49339196164682675,0.2,0.5727852806685672,0.47619047619047616,0.4624999404541624,0.45161290322580644,0.0,0.0,-0.04522144522144522,-0.04522144522144522,0.7467362924281986,10.0,,,,,,39.46619047619048,42.9,35.24,-0.04522144522144522,0.217366628830874,0.037850360163611985
2003-04,34.46,0.012262927394610212,0.023489042337123678,-0.009818155680644924,-0.11526487451942202,-0.04038080609081174,0.12698412698412698,-0.6796448880009388,0.14285714285714285,,,,,,0.31040116512805344,-0.09174300231158623,-0.7432422146144082,0.05679624035489228,-0.2075798031689038,0.050933060079843204,0.2567958835067003,0.8,0.23164085416663963,0.3333333333333333,0.39773686320344837,0.3968253968253968,0.0,0.0,-0.10725388601036268,-0.1967365967365967,0.2787456445993033,32.0,0.08242616828111525,0.060430974576027606,0.0,0.0,,35.95909090909091,38.67,32.86,-0.10886992500646497,0.1768107121119904,-0.04168878776387308
2003-05,32.42,-0.00553677206513159,-0.017732045158949994,-0.05695275831223112,-0.09019364113384842,-0.0916018937254055,0.031746031746031744,-0.8782351494607271,0.019417475728155338,,,,,,-0.2511272752411995,-0.5703412991230734,-0.6232845051890891,0.021488667994331134,-0.01606553711641867,0.003742631301490107,0.08290309431453664,0.6,0.16854618240160577,0.38095238095238093,0.3689370885902497,0.38095238095238093,0.0,0.0,-0.09491903964265769,-0.2442890442890442,0.011627906976743946,51.0,0.008496039955960604,0.010921435772194734,0.0,0.0,,34.05578947368421,35.82,32.38,-0.09491903964265769,0.10623841877702267,-0.04803263994065454
2003-06,28.29,0.02614293916801813,0.0031864073694078954,-0.11632877579509415,-0.141803903059186,-0.31255572030572987,0.12698412698412698,-1.8024098201030543,0.06504065040650407,,,,,,0.05390670196146567,-1.3915974503880895,-1.1705905234564797,0.12270159053390994,-0.08573674563635558,0.03694924143111884,0.19127476162505877,0.6,0.20436313280496263,0.42857142857142855,0.24493938166939638,0.38095238095238093,0.0,0.0,-0.14917293233082707,-0.309326171875,0.13888888888888898,61.0,0.03339664474228637,0.031644005664217704,0.0,0.0,,30.306,33.25,27.49,-0.14917293233082707,0.20953073845034575,-0.06652148089487231
2003-07,25.5,0.008664882885723646,0.03471324003193388,0.083807957272092,-0.04110430760734163,-0.33029070527699833,0.2698412698412698,-0.6925930510050894,0.1349206349206349,,0.11724137931034483,,,,0.5291709576795953,0.9033813221865147,-0.30574794124994714,-0.014381477208224247,0.15788844892846665,0.04449997993844379,0.2690706068114174,0.6,0.3292945502961714,0.5238095238095238,0.24399932138346336,0.4444444444444444,0.0,0.0,-0.04315196998123827,-0.28810720268006695,0.6597633136094678,57.0,0.07377879596156488,0.04346258334877994,0.0,0.0,,24.868636363636366,26.65,23.27,-0.04315196998123827,0.14525139664804465,0.025387947579097236
2003-08,20.83,-0.03861119917561817,-0.019021020442284264,-0.09779476142812626,-0.19361931400577603,-0.4479180330997812,0.015873015873015872,-0.7723308444879722,0.007936507936507936,,0.006060606060606061,,,,-0.26808348120888514,-0.9746234034960337,-1.3315585696540768,0.059752720543557736,-0.08112449797095689,0.027078816225757647,0.3150561829397861,0.6,0.2800680916075331,0.3333333333333333,0.2755215445273578,0.4126984126984127,0.0,0.0,-0.22680029695619908,-0.37353383458646616,0.0,57.0,0.0026265312604054026,0.003434074800200658,0.0,0.0,,23.559,26.94,20.83,-0.22680029695619908,0.2933269323091696,-0.11583683517976151
2003-09,26.98,-0.03245499071424707,0.13979900755428032,0.2859538903157013,0.23170492875180404,-0.02922048654658793,0.9523809523809523,0.43916050296289527,0.47619047619047616,-0.05319775386353786,0.32608695652173914,,,,1.4388067600375989,2.081035040042686,1.1636141884833162,-0.006355875207140649,0.3678031177920089,0.08463116737527937,1.1193142795927193,0.6,0.8207067649144469,0.6190476190476191,0.5373125531391071,0.47619047619047616,0.0,0.0,-0.03193397918909224,-0.04630611523506534,0.8952941176470588,61.0,0.2635662402333095,0.06252071628842966,0.0,0.0,,22.466842105263158,27.87,19.37,-0.03193397918909224,0.43882292204439843,0.2008808302293439
2003-10,28.33,0.04070434054047389,0.011359724570408236,0.09626368754877257,0.08467159483595132,0.15015818978930007,1.0,0.9119359266266115,0.7222222222222222,0.28984942839629585,0.441747572815534,,,,0.11529837228183731,0.6908803981164859,0.41934210363030583,-0.0735442384079561,-0.09957266972202383,-0.008800178961961124,0.290613607744746,0.4,0.5106416229178724,0.47619047619047616,0.5850649439613795,0.47619047619047616,0.0,0.0,0.0,0.0,1.0,0.0,0.23359289320690105,0.20815467960863296,0.0,-0.0,,25.774545454545454,28.33,23.06,0.0,0.22853425845620112,0.09914644469525946
