month,risk_severity,trend_score,score,p_up,factor_name
2010-06,0.0,-0.33333333333333326,0.0,0.5,risk_override_risk_on_only_0.25
2010-07,0.0,-0.5000000000000001,0.0,0.5,risk_override_risk_on_only_0.25
2010-08,0.0,-0.2941176470588236,0.0,0.5,risk_override_risk_on_only_0.25
2010-09,0.0,-0.22222222222222218,0.0,0.5,risk_override_risk_on_only_0.25
2010-10,0.0,-0.4736842105263158,0.0,0.5,risk_override_risk_on_only_0.25
2010-11,0.0,0.0,0.0,0.5,risk_override_risk_on_only_0.25
2010-12,0.0,0.04761904761904745,0.011904761904761862,0.5017857142857143,risk_override_risk_on_only_0.25
2011-01,0.0,0.36363636363636376,0.09090909090909094,0.5136363636363637,risk_override_risk_on_only_0.25
2011-02,0.0,0.6521739130434783,0.16304347826086957,0.5244565217391305,risk_override_risk_on_only_0.25
2011-03,0.0,0.6666666666666665,0.16666666666666663,0.525,risk_override_risk_on_only_0.25
2011-04,0.0,-0.76,0.0,0.5,risk_override_risk_on_only_0.25
2011-05,1.0,-0.38461538461538475,-1.0,0.35,risk_override_risk_on_only_0.25
2011-06,0.0,0.33333333333333365,0.08333333333333341,0.5125,risk_override_risk_on_only_0.25
2011-07,0.33333333333333326,-0.8571428571428571,-0.33333333333333326,0.45,risk_override_risk_on_only_0.25
2011-08,1.0,-0.7241379310344828,-1.0,0.35,risk_override_risk_on_only_0.25
2011-09,1.0,-0.46666666666666673,-1.0,0.35,risk_override_risk_on_only_0.25
2011-10,0.16666666666666682,-0.8709677419354838,-0.16666666666666682,0.475,risk_override_risk_on_only_0.25
2011-11,0.0,-0.8749999999999999,0.0,0.5,risk_override_risk_on_only_0.25
2011-12,0.0,-0.7575757575757577,0.0,0.5,risk_override_risk_on_only_0.25
2012-01,0.0,-0.823529411764706,0.0,0.5,risk_override_risk_on_only_0.25
2012-02,0.0,-0.8285714285714285,0.0,0.5,risk_override_risk_on_only_0.25
2012-03,0.0,-0.6111111111111112,0.0,0.5,risk_override_risk_on_only_0.25
2012-04,0.0,-0.4054054054054054,0.0,0.5,risk_override_risk_on_only_0.25
2012-05,0.0,-0.6315789473684208,0.0,0.5,risk_override_risk_on_only_0.25
2012-06,0.0,-0.5897435897435899,0.0,0.5,risk_override_risk_on_only_0.25
2012-07,0.0,-0.6500000000000002,0.0,0.5,risk_override_risk_on_only_0.25
2012-08,0.0,-0.7073170731707317,0.0,0.5,risk_override_risk_on_only_0.25
2012-09,0.0,-0.6190476190476191,0.0,0.5,risk_override_risk_on_only_0.25
2012-10,0.0,-0.4418604651162791,0.0,0.5,risk_override_risk_on_only_0.25
2012-11,0.0,-0.40909090909090895,0.0,0.5,risk_override_risk_on_only_0.25
2012-12,0.0,-0.2888888888888889,0.0,0.5,risk_override_risk_on_only_0.25
2013-01,0.0,-0.3478260869565216,0.0,0.5,risk_override_risk_on_only_0.25
2013-02,0.4117647058823526,0.23404255319148914,-0.3773466833541924,0.44339799749687114,risk_override_risk_on_only_0.25
2013-03,0.0,-0.4583333333333332,0.0,0.5,risk_override_risk_on_only_0.25
2013-04,0.0,-0.42857142857142855,0.0,0.5,risk_override_risk_on_only_0.25
2013-05,0.0,-0.08000000000000007,0.0,0.5,risk_override_risk_on_only_0.25
2013-06,0.0,0.019607843137254832,0.004901960784313708,0.5007352941176471,risk_override_risk_on_only_0.25
2013-07,0.0,0.11538461538461572,0.02884615384615393,0.5043269230769231,risk_override_risk_on_only_0.25
2013-08,0.0,-0.39622641509433953,0.0,0.5,risk_override_risk_on_only_0.25
2013-09,0.0,-0.2962962962962964,0.0,0.5,risk_override_risk_on_only_0.25
2013-10,0.0,-0.5999999999999999,0.0,0.5,risk_override_risk_on_only_0.25
2013-11,0.0,0.46428571428571414,0.11607142857142853,0.5174107142857143,risk_override_risk_on_only_0.25
2013-12,0.0,0.19298245614035076,0.04824561403508769,0.5072368421052631,risk_override_risk_on_only_0.25
2014-01,0.0,0.6551724137931036,0.1637931034482759,0.5245689655172414,risk_override_risk_on_only_0.25
2014-02,0.23913043478260881,-0.050847457627118585,-0.23913043478260881,0.4641304347826087,risk_override_risk_on_only_0.25
2014-03,0.2553191489361706,-0.36666666666666664,-0.2553191489361706,0.4617021276595744,risk_override_risk_on_only_0.25
2014-04,0.0,-0.6393442622950822,0.0,0.5,risk_override_risk_on_only_0.25
2014-05,0.0,-0.7049180327868854,0.0,0.5,risk_override_risk_on_only_0.25
2014-06,0.4,-0.6393442622950822,-0.4,0.44,risk_override_risk_on_only_0.25
2014-07,0.0,0.016393442622950616,0.004098360655737654,0.5006147540983606,risk_override_risk_on_only_0.25
2014-08,0.0,0.180327868852459,0.04508196721311475,0.5067622950819672,risk_override_risk_on_only_0.25
2014-09,0.0,0.6065573770491802,0.15163934426229506,0.5227459016393443,risk_override_risk_on_only_0.25
2014-10,0.0,0.3770491803278686,0.09426229508196715,0.514139344262295,risk_override_risk_on_only_0.25
2014-11,0.0,-0.4754098360655738,0.0,0.5,risk_override_risk_on_only_0.25
2014-12,0.0,-0.5081967213114754,0.0,0.5,risk_override_risk_on_only_0.25
2015-01,0.0,-0.7049180327868854,0.0,0.5,risk_override_risk_on_only_0.25
2015-02,0.4827586206896554,-0.8032786885245902,-0.4827586206896554,0.4275862068965517,risk_override_risk_on_only_0.25
2015-03,0.0,-0.7377049180327866,0.0,0.5,risk_override_risk_on_only_0.25
2015-04,0.0,-0.1147540983606558,0.0,0.5,risk_override_risk_on_only_0.25
2015-05,0.5901639344262299,0.3770491803278686,-0.5515318462778828,0.41727022305831757,risk_override_risk_on_only_0.25
2015-06,0.0,1.0,0.25,0.5375,risk_override_risk_on_only_0.25
2015-07,0.0,0.901639344262295,0.22540983606557374,0.5338114754098361,risk_override_risk_on_only_0.25
2015-08,0.0,0.901639344262295,0.22540983606557374,0.5338114754098361,risk_override_risk_on_only_0.25
2015-09,0.0,-0.7377049180327866,0.0,0.5,risk_override_risk_on_only_0.25
2015-10,0.0,-0.9672131147540982,0.0,0.5,risk_override_risk_on_only_0.25
2015-11,0.0,-0.8360655737704918,0.0,0.5,risk_override_risk_on_only_0.25
2015-12,0.0,-0.6721311475409838,0.0,0.5,risk_override_risk_on_only_0.25
2016-01,0.0,-0.7049180327868854,0.0,0.5,risk_override_risk_on_only_0.25
2016-02,0.0,-0.901639344262295,0.0,0.5,risk_override_risk_on_only_0.25
2016-03,0.0,-0.6065573770491802,0.0,0.5,risk_override_risk_on_only_0.25
2016-04,0.918032786885246,-0.8688524590163934,-0.918032786885246,0.3622950819672131,risk_override_risk_on_only_0.25
2016-05,0.42622950819672123,-0.5737704918032787,-0.42622950819672123,0.4360655737704918,risk_override_risk_on_only_0.25
2016-06,0.0,-0.2459016393442622,0.0,0.5,risk_override_risk_on_only_0.25
2016-07,0.0,-0.4098360655737706,0.0,0.5,risk_override_risk_on_only_0.25
2016-08,0.0,-0.21311475409836061,0.0,0.5,risk_override_risk_on_only_0.25
2016-09,0.0,0.934426229508197,0.23360655737704925,0.5350409836065574,risk_override_risk_on_only_0.25
2016-10,0.5901639344262299,0.540983606557377,-0.534735286213384,0.4197897070679924,risk_override_risk_on_only_0.25
2016-11,0.8360655737704922,-0.016393442622950987,-0.8360655737704922,0.3745901639344262,risk_override_risk_on_only_0.25
2016-12,0.918032786885246,-0.1475409836065574,-0.918032786885246,0.3622950819672131,risk_override_risk_on_only_0.25
2017-01,0.8360655737704922,0.1147540983606558,-0.8313625369524326,0.37529561945713513,risk_override_risk_on_only_0.25
2017-02,0.7540983606557372,0.8032786885245906,-0.7047164740661106,0.3942925288900834,risk_override_risk_on_only_0.25
2017-03,1.0,0.1147540983606558,-1.0,0.35,risk_override_risk_on_only_0.25
2017-04,0.7540983606557372,0.3114754098360654,-0.7349502821822086,0.38975745767266873,risk_override_risk_on_only_0.25
2017-05,0.8360655737704922,0.901639344262295,-0.7991131416285949,0.38013302875571076,risk_override_risk_on_only_0.25
2017-06,1.0,1.0,-1.0,0.35,risk_override_risk_on_only_0.25
2017-07,0.42622950819672123,1.0,-0.28278688524590156,0.4575819672131148,risk_override_risk_on_only_0.25
2017-08,0.0,0.9672131147540982,0.24180327868852455,0.5362704918032787,risk_override_risk_on_only_0.25
2017-09,0.0,0.934426229508197,0.23360655737704925,0.5350409836065574,risk_override_risk_on_only_0.25
2017-10,0.0,0.8688524590163937,0.21721311475409844,0.5325819672131148,risk_override_risk_on_only_0.25
2017-11,0.5081967213114754,0.8688524590163937,-0.40137059930126306,0.4397944101048106,risk_override_risk_on_only_0.25
2017-12,0.5901639344262299,0.901639344262295,-0.4977828540714867,0.425332571889277,risk_override_risk_on_only_0.25
2018-01,0.0983606557377048,0.8360655737704918,0.09009674818597166,0.5135145122278958,risk_override_risk_on_only_0.25
2018-02,0.5081967213114754,0.8032786885245906,-0.4094329481322225,0.43858505778016665,risk_override_risk_on_only_0.25
2018-03,0.0,0.9672131147540982,0.24180327868852455,0.5362704918032787,risk_override_risk_on_only_0.25
2018-04,0.0983606557377048,0.6721311475409835,0.05314431604407427,0.5079716474066112,risk_override_risk_on_only_0.25
2018-05,0.0,0.6393442622950822,0.15983606557377056,0.5239754098360656,risk_override_risk_on_only_0.25
2018-06,0.5081967213114754,0.016393442622950616,-0.5061811341037356,0.4240728298844397,risk_override_risk_on_only_0.25
2018-07,0.6721311475409841,-0.3114754098360654,-0.6721311475409841,0.3991803278688524,risk_override_risk_on_only_0.25
2018-08,0.0,-0.9672131147540982,0.0,0.5,risk_override_risk_on_only_0.25
2018-09,0.0,-0.934426229508197,0.0,0.5,risk_override_risk_on_only_0.25
2018-10,0.0,-0.8688524590163934,0.0,0.5,risk_override_risk_on_only_0.25
2018-11,0.8360655737704922,-0.934426229508197,-0.8360655737704922,0.3745901639344262,risk_override_risk_on_only_0.25
2018-12,0.0,-0.9672131147540982,0.0,0.5,risk_override_risk_on_only_0.25
2019-01,0.0,-0.934426229508197,0.0,0.5,risk_override_risk_on_only_0.25
2019-02,0.0,-0.901639344262295,0.0,0.5,risk_override_risk_on_only_0.25
2019-03,0.0,-0.8032786885245902,0.0,0.5,risk_override_risk_on_only_0.25
2019-04,0.0,-0.7049180327868854,0.0,0.5,risk_override_risk_on_only_0.25
2019-05,0.0,-0.4426229508196722,0.0,0.5,risk_override_risk_on_only_0.25
2019-06,0.0,-0.3114754098360654,0.0,0.5,risk_override_risk_on_only_0.25
2019-07,0.0,-0.6065573770491802,0.0,0.5,risk_override_risk_on_only_0.25
2019-08,0.0,-0.4754098360655738,0.0,0.5,risk_override_risk_on_only_0.25
2019-09,0.0,-0.8688524590163934,0.0,0.5,risk_override_risk_on_only_0.25
2019-10,0.0,-0.8688524590163934,0.0,0.5,risk_override_risk_on_only_0.25
2019-11,0.0,-0.6393442622950822,0.0,0.5,risk_override_risk_on_only_0.25
2019-12,0.0,-0.180327868852459,0.0,0.5,risk_override_risk_on_only_0.25
2020-01,0.0,-0.08196721311475419,0.0,0.5,risk_override_risk_on_only_0.25
2020-02,0.0,0.08196721311475456,0.02049180327868864,0.5030737704918034,risk_override_risk_on_only_0.25
2020-03,0.0,-0.4426229508196722,0.0,0.5,risk_override_risk_on_only_0.25
2020-04,0.0,-0.8688524590163934,0.0,0.5,risk_override_risk_on_only_0.25
2020-05,0.0,-0.934426229508197,0.0,0.5,risk_override_risk_on_only_0.25
2020-06,0.0,-0.4754098360655738,0.0,0.5,risk_override_risk_on_only_0.25
2020-07,0.0,-0.4426229508196722,0.0,0.5,risk_override_risk_on_only_0.25
2020-08,0.0,0.1147540983606558,0.02868852459016395,0.5043032786885246,risk_override_risk_on_only_0.25
2020-09,0.0,0.6393442622950822,0.15983606557377056,0.5239754098360656,risk_override_risk_on_only_0.25
2020-10,0.0,0.8032786885245906,0.20081967213114765,0.5301229508196721,risk_override_risk_on_only_0.25
2020-11,0.0,0.540983606557377,0.13524590163934425,0.5202868852459016,risk_override_risk_on_only_0.25
2020-12,0.0,0.6065573770491802,0.15163934426229506,0.5227459016393443,risk_override_risk_on_only_0.25
2021-01,0.0983606557377048,0.6393442622950822,0.04575382961569491,0.5068630744423542,risk_override_risk_on_only_0.25
2021-02,0.5901639344262299,0.7377049180327866,-0.5145794141359855,0.42281308787960215,risk_override_risk_on_only_0.25
2021-03,0.016393442622950616,0.901639344262295,0.20532115022843345,0.530798172534265,risk_override_risk_on_only_0.25
2021-04,0.8360655737704922,1.0,-0.7950819672131152,0.3807377049180327,risk_override_risk_on_only_0.25
2021-05,0.42622950819672123,0.9672131147540982,-0.2874899220639612,0.45687651169040583,risk_override_risk_on_only_0.25
2021-06,1.0,0.901639344262295,-1.0,0.35,risk_override_risk_on_only_0.25
2021-07,0.6721311475409841,0.7377049180327866,-0.6116635313087886,0.4082504703036817,risk_override_risk_on_only_0.25
2021-08,0.0,0.540983606557377,0.13524590163934425,0.5202868852459016,risk_override_risk_on_only_0.25
2021-09,0.0,0.3442622950819674,0.08606557377049184,0.5129098360655737,risk_override_risk_on_only_0.25
2021-10,0.0,0.21311475409836098,0.053278688524590244,0.5079918032786885,risk_override_risk_on_only_0.25
2021-11,0.0,0.14754098360655704,0.03688524590163926,0.5055327868852459,risk_override_risk_on_only_0.25
2021-12,0.5901639344262299,0.04918032786885259,-0.5851249664068803,0.41223125503896796,risk_override_risk_on_only_0.25
2022-01,0.0,-0.21311475409836061,0.0,0.5,risk_override_risk_on_only_0.25
2022-02,1.0,-0.3770491803278686,-1.0,0.35,risk_override_risk_on_only_0.25
2022-03,0.8360655737704922,-0.3770491803278686,-0.8360655737704922,0.3745901639344262,risk_override_risk_on_only_0.25
2022-04,1.0,-0.3770491803278686,-1.0,0.35,risk_override_risk_on_only_0.25
2022-05,0.42622950819672123,-0.2786885245901638,-0.42622950819672123,0.4360655737704918,risk_override_risk_on_only_0.25
2022-06,0.6721311475409841,-0.2459016393442622,-0.6721311475409841,0.3991803278688524,risk_override_risk_on_only_0.25
2022-07,0.0,-0.540983606557377,0.0,0.5,risk_override_risk_on_only_0.25
2022-08,0.0,-0.7049180327868854,0.0,0.5,risk_override_risk_on_only_0.25
2022-09,0.0,-0.3770491803278686,0.0,0.5,risk_override_risk_on_only_0.25
2022-10,0.0,-0.6393442622950822,0.0,0.5,risk_override_risk_on_only_0.25
2022-11,0.0,-0.6721311475409838,0.0,0.5,risk_override_risk_on_only_0.25
2022-12,0.0,-0.4426229508196722,0.0,0.5,risk_override_risk_on_only_0.25
2023-01,0.0,0.14754098360655704,0.03688524590163926,0.5055327868852459,risk_override_risk_on_only_0.25
2023-02,0.0,0.2459016393442622,0.06147540983606555,0.5092213114754098,risk_override_risk_on_only_0.25
2023-03,0.0,0.3442622950819674,0.08606557377049184,0.5129098360655737,risk_override_risk_on_only_0.25
2023-04,0.0,0.44262295081967257,0.11065573770491814,0.5165983606557377,risk_override_risk_on_only_0.25
2023-05,0.0,0.4754098360655738,0.11885245901639345,0.517827868852459,risk_override_risk_on_only_0.25
2023-06,0.0,0.44262295081967257,0.11065573770491814,0.5165983606557377,risk_override_risk_on_only_0.25
2023-07,0.0,0.6065573770491802,0.15163934426229506,0.5227459016393443,risk_override_risk_on_only_0.25
2023-08,0.0,0.5081967213114751,0.12704918032786877,0.5190573770491803,risk_override_risk_on_only_0.25
2023-09,0.0,0.44262295081967257,0.11065573770491814,0.5165983606557377,risk_override_risk_on_only_0.25
2023-10,0.0,0.5081967213114751,0.12704918032786877,0.5190573770491803,risk_override_risk_on_only_0.25
2023-11,0.0,0.3114754098360654,0.07786885245901635,0.5116803278688524,risk_override_risk_on_only_0.25
2023-12,0.0,0.180327868852459,0.04508196721311475,0.5067622950819672,risk_override_risk_on_only_0.25
2024-01,0.0,0.2786885245901642,0.06967213114754105,0.5104508196721311,risk_override_risk_on_only_0.25
2024-02,0.0,0.3114754098360654,0.07786885245901635,0.5116803278688524,risk_override_risk_on_only_0.25
2024-03,0.0,0.21311475409836098,0.053278688524590244,0.5079918032786885,risk_override_risk_on_only_0.25
2024-04,0.0,0.4098360655737706,0.10245901639344265,0.5153688524590164,risk_override_risk_on_only_0.25
2024-05,0.0,0.4754098360655738,0.11885245901639345,0.517827868852459,risk_override_risk_on_only_0.25
2024-06,0.0,0.2459016393442622,0.06147540983606555,0.5092213114754098,risk_override_risk_on_only_0.25
2024-07,0.0,0.2786885245901642,0.06967213114754105,0.5104508196721311,risk_override_risk_on_only_0.25
2024-08,0.0,0.540983606557377,0.13524590163934425,0.5202868852459016,risk_override_risk_on_only_0.25
2024-09,0.8360655737704922,0.3114754098360654,-0.8233001881214731,0.37650497178177905,risk_override_risk_on_only_0.25
2024-10,0.0,-0.04918032786885259,0.0,0.5,risk_override_risk_on_only_0.25
2024-11,0.0,0.08196721311475456,0.02049180327868864,0.5030737704918034,risk_override_risk_on_only_0.25
2024-12,0.0,-0.1475409836065574,0.0,0.5,risk_override_risk_on_only_0.25
2025-01,0.0,-0.21311475409836061,0.0,0.5,risk_override_risk_on_only_0.25
2025-02,0.0,-0.3770491803278686,0.0,0.5,risk_override_risk_on_only_0.25
2025-03,0.0,-0.180327868852459,0.0,0.5,risk_override_risk_on_only_0.25
2025-04,0.0,-0.1475409836065574,0.0,0.5,risk_override_risk_on_only_0.25
2025-05,0.0,-0.3442622950819674,0.0,0.5,risk_override_risk_on_only_0.25
2025-06,0.0,-0.04918032786885259,0.0,0.5,risk_override_risk_on_only_0.25
2025-07,0.0,0.2459016393442622,0.06147540983606555,0.5092213114754098,risk_override_risk_on_only_0.25
2025-08,0.0,0.6721311475409835,0.16803278688524587,0.5252049180327869,risk_override_risk_on_only_0.25
2025-09,0.0,0.6393442622950822,0.15983606557377056,0.5239754098360656,risk_override_risk_on_only_0.25
2025-10,0.0,0.573770491803279,0.14344262295081975,0.521516393442623,risk_override_risk_on_only_0.25
2025-11,0.0,0.8360655737704918,0.20901639344262296,0.5313524590163934,risk_override_risk_on_only_0.25
2025-12,0.016393442622950616,0.8688524590163937,0.19725880139747412,0.5295888202096212,risk_override_risk_on_only_0.25
2026-01,0.0,0.6393442622950822,0.15983606557377056,0.5239754098360656,risk_override_risk_on_only_0.25
2026-02,0.0,0.7049180327868854,0.17622950819672134,0.5264344262295082,risk_override_risk_on_only_0.25
2026-03,1.0,0.934426229508197,-1.0,0.35,risk_override_risk_on_only_0.25
2026-04,0.918032786885246,0.9672131147540982,-0.8982128460091375,0.3652680730986294,risk_override_risk_on_only_0.25
2026-05,0.8360655737704922,0.8688524590163937,-0.8004568664337548,0.37993147003493677,risk_override_risk_on_only_0.25
2026-06,0.8360655737704922,0.901639344262295,-0.7991131416285949,0.38013302875571076,risk_override_risk_on_only_0.25
2026-07,0.0983606557377048,0.901639344262295,0.10487772104273058,0.5157316581564095,risk_override_risk_on_only_0.25
