date,month,return,gross_return,nav,drawdown,turnover,trade_cost,fx_cost,stress,transfer_fraction,signal_date,w_KODEX200,w_BOND,w_GLD,w_USO
2007-04-02,2007-04,0.0021922472283163515,0.004586537495670168,1.0021922472283165,0.0,1.4999999999999996,0.0022499999999999994,0.00014429026735381705,0.0,0.0,2007-03-30,0.8567453162680406,0.354674149024325,0.2161086322595021,0.072471902448132
2007-04-03,2007-04,0.004912748408900429,0.004912748408900429,1.0071157655962997,0.0,0.0,0.0,0.0,0.0,0.0,2007-04-02,0.857595663066074,0.3528876202515444,0.2156776202087572,0.07163376748129817
2007-04-04,2007-04,0.008777917400537471,0.008777917400537471,1.0159561445994831,0.0,0.0,0.0,0.0,0.0,0.0,2007-04-03,0.8601274373960024,0.35109588272570397,0.2145357406132572,0.06967912876776279
2007-04-05,2007-04,0.0009077588387064873,0.0009077588387064873,1.0168783877694816,0.0,0.0,0.0,0.0,0.0,0.0,2007-04-04,0.8589509283843088,0.3481067948049772,0.2143550453654236,0.06979079155672618
2007-04-06,2007-04,0.0013697500736119255,0.0013697500736119255,1.018271257015983,0.0,0.0,0.0,0.0,0.0,0.0,2007-04-05,0.8591552372293332,0.34779108437411327,0.21416063915233002,0.06972749580610732
2007-04-09,2007-04,0.0032977299590810725,0.0032977299590810725,1.0216292406467158,0.0,0.0,0.0,0.0,0.0,0.0,2007-04-06,0.8587834546995822,0.34682158265893176,0.21565724734440087,0.06897706478973117
2007-04-10,2007-04,0.004245849530228224,0.004245849530228224,1.025966924678183,0.0,0.0,0.0,0.0,0.0,0.0,2007-04-09,0.861966688809763,0.3457144275997574,0.21481419133749258,0.06620873347525366
2007-04-11,2007-04,-0.0005199239295750148,-0.0005199239295750148,1.0254334999230903,-0.0005199239295751168,0.0,0.0,0.0,0.0,0.0,2007-04-10,0.8627524321304394,0.3441220986731268,0.21393413274481785,0.06590493170109869
2007-04-12,2007-04,0.009658865670323116,0.009658865670323116,1.0353380243526968,0.0,0.0,0.0,0.0,0.0,0.0,2007-04-11,0.8632898782162717,0.3443337969072824,0.21290382016904677,0.06651508195183242
2007-04-13,2007-04,0.0018819318933712866,0.0018819318933712866,1.0372864600011462,0.0,0.0,0.0,0.0,0.0,0.0,2007-04-12,0.8623185691008346,0.3410073647301859,0.2120806296509174,0.06705182114419209
2007-04-16,2007-04,0.007196681226517024,0.007196681226517024,1.0447514799943567,0.0,0.0,0.0,0.0,0.0,0.0,2007-04-13,0.8598662681787205,0.34036681756077297,0.2145169726968344,0.06687703139011565
2007-04-17,2007-04,-0.007171841008610163,-0.007171841008610163,1.037258688486327,-0.007171841008610125,0.0,0.0,0.0,0.0,0.0,2007-04-16,0.8610309712529653,0.3381273090718228,0.21305223593351671,0.06604965277868743
2007-04-18,2007-04,0.004980162090158323,0.004980162090158323,1.042424404884414,-0.0022273958491595414,0.0,0.0,0.0,0.0,0.0,2007-04-17,0.8633947500024363,0.3408283432312982,0.21309181480993317,0.06447502290734375
2007-04-19,2007-04,-0.009217047955920809,-0.009217047955920809,1.032816329154172,-0.011423913790721829,0.0,0.0,0.0,0.0,0.0,2007-04-18,0.8615578740034348,0.33920368428846714,0.21407962707618317,0.06463586270167483
2007-04-20,2007-04,0.015398069827804759,0.015398069827804759,1.048719707109785,0.0,0.0,0.0,0.0,0.0,0.0,2007-04-19,0.8593192023738914,0.3418399586871442,0.21815879882959607,0.06469488834938185
2007-04-23,2007-04,0.0013042058969247032,0.0013042058969247032,1.0500874535360185,0.0,0.0,0.0,0.0,0.0,0.0,2007-04-20,0.8616734792253902,0.33694376278867594,0.21378867705325033,0.06434127905915327
2007-04-24,2007-04,0.003890070587567122,0.003890070587567122,1.054172367853392,0.0,0.0,0.0,0.0,0.0,0.0,2007-04-23,0.8599884653059936,0.3366006523350945,0.21367198281859243,0.06593924001060487
2007-04-25,2007-04,0.0004429173827751594,0.0004429173827751594,1.0546392791195556,0.0,0.0,0.0,0.0,0.0,0.0,2007-04-24,0.8629939481168912,0.335264529247558,0.2111995291327045,0.06497089258457744
2007-04-26,2007-04,-0.010002831374358187,-0.010002831374358187,1.044089900249748,-0.010002831374358312,0.0,0.0,0.0,0.0,0.0,2007-04-25,0.8636461891329563,0.33505253523195555,0.21013678823404772,0.0654571588071293
2007-04-27,2007-04,-0.00012046706398445479,-0.00012046706398445479,1.043964121804929,-0.01012209342661563,0.0,0.0,0.0,0.0,0.0,2007-04-26,0.8652332077854882,0.33837366467174806,0.2100693121167353,0.06548326156247833
2007-04-30,2007-04,-0.012991493469019453,-0.012991493469019453,1.0304014687346097,-0.02298208578499028,0.0,0.0,0.0,0.0,0.0,2007-04-27,0.8615932875800353,0.3383823248336734,0.2122274083439989,0.06708874535264384
2007-05-01,2007-05,0.017267708926662777,0.017403561286529687,1.0481941413743248,-0.006111224826190198,0.04115885493530395,0.00012347656480591183,1.2375795060998951e-05,0.0,0.0,2007-04-30,0.896503256449547,0.3088719430847192,0.2085243731813942,0.0861004272843393
2007-05-02,2007-05,0.005537395812820226,0.005537395812820226,1.0539984072237936,-0.0006076692841338049,0.0,0.0,0.0,0.0,0.0,2007-04-30,0.8894496182955283,0.30384765445454887,0.2116984177223769,0.08652787398119843
2007-05-03,2007-05,0.0027202874530244782,0.0027202874530244782,1.0568655858664724,0.0,0.0,0.0,0.0,0.05052771479747083,0.017684700179114787,2007-05-02,0.890573683343623,0.3024035539270599,0.21147970556892298,0.08443593382127298
2007-05-04,2007-05,0.0040088728837675836,0.0040088728837675836,1.0611024256554396,0.0,0.0,0.0,0.0,0.0,0.0,2007-05-03,0.8880693180958328,0.3016117281651677,0.21366375288241612,0.08429764600154403
2007-05-07,2007-05,0.0036980259593183983,0.0036980259593183983,1.0650264099710092,0.0,0.0,0.0,0.0,0.0,0.0,2007-05-04,0.8904612507979555,0.300378979890707,0.21397267840886156,0.08095804352741473
2007-05-08,2007-05,0.00023195113018607315,0.00023195113018607315,1.0652734440504799,0.0,0.0,0.0,0.0,0.0,0.0,2007-05-07,0.8923952762941687,0.299130522142536,0.21145135103353685,0.08107935979976355
2007-05-09,2007-05,0.008793016055742234,0.008793016055742234,1.0746404105477716,0.0,0.0,0.0,0.0,0.0,0.0,2007-05-08,0.8914435275642147,0.2989477879455653,0.21163539899358774,0.08199286920641481
