target_month,left_tail_last,right_tail_last,asymmetry_last,breadth_z_last,reaction_z_last,left_impulse_z_last,left_change_5_last,parallel_shift_last,sticky_strike_last,put_skew_last,downside_convexity_last,left_tail_mean,left_tail_max,right_tail_mean,right_tail_max,asymmetry_mean,asymmetry_max,breadth_z_mean,breadth_z_max,reaction_z_mean,reaction_z_max,left_impulse_z_mean,left_impulse_z_max,left_fading_frac,left_alert_frac,signal_month
2000-02,,,,,,,,2.049989939957892,0.0187602320076838,0.2610839322240537,-0.7107023994029618,,,,,,,,,,,,,0.0,0.0,2000-01
2000-03,,,,,,,,-5.369787195292756,0.5102262764393591,0.9904160454539266,3.0339161287268723,,,,,,,,,,,,,0.0,0.0,2000-02
2000-04,,,,,,,,3.227675348053344,-0.5998482172468849,-7.89612360653269,13.622047945103663,,,,,,,,,,,,,0.0,0.0,2000-03
2000-05,,,,,,,,-1.0472681021240549,0.0287532932513742,0.2486954090477482,0.2066929022965311,,,,,,,,,,,,,0.0,0.0,2000-04
2000-06,,,,,,,,-15.777125984868976,4.963284567399239,16.396342148568287,-26.735636803303635,,,,,,,,,,,,,0.0,0.0,2000-05
2000-07,,,,,,,,-1.4721265412805165,0.4404122927860069,4.007757543139604,-8.383758391904117,,,,,,,,,,,,,0.0,0.0,2000-06
2000-08,,,,,,,,1.010217328148601,2.1576726134560835,0.6117905247088018,-5.953461744426846,,,,,,,,,,,,,0.0,0.0,2000-07
2000-09,,,,,,,,-0.9911589963471036,2.0671425038911697,1.2398359282219928,-0.8763715525324258,,,,,,,,,,,,,0.0,0.0,2000-08
2000-10,,,,,,,,0.1882178764273366,0.00727645180912,3.236650400550971,-6.485116541983189,,,,,,,,,,,,,0.0,0.0,2000-09
2000-11,,,,,,,,4.851705685117264,-0.6707123286455616,-4.23622241785867,7.237007977912341,,,,,,,,,,,,,0.0,0.0,2000-10
2000-12,,,,,,,,-4.402886818704585,1.063077736994242,1.0612162209830984,1.1517391935324426,,,,,,,,,,,,,0.0,0.0,2000-11
2001-01,,,,,,,,0.6556227295508635,-0.0090052999313742,-1.0514513327328032,2.0961421659772803,,,,,,,,,,,,,0.0,0.0,2000-12
2001-02,,,,,,,,-0.6750409344500646,-0.5042097551085142,2.3609475681317704,-5.121972749920225,,,,,,,,,,,,,0.0,0.0,2001-01
2001-03,,,,,,,,-0.1618333049093951,-2.141717264844585,5.25886529071817,-11.423636117786174,,,,,,,,,,,,,0.0,0.0,2001-02
2001-04,,,,,,,,1.379562593368374,-0.0795625933683767,-2.1612533486320515,2.641484941241956,,,,,,,,,,,,,0.0,0.0,2001-03
2001-05,,,,,,,,3.000000000000007,0.0,-1.3000000000000078,2.2910406317562035,,,,,,,,,,,,,0.0,0.0,2001-04
2001-06,,,,,,,,-3.676972726337021,0.3745238779323617,-0.1084990217253007,2.9517017900850995,,,,,,,,,,,,,0.0,0.0,2001-05
2001-07,,,,,,,,0.3361102265261901,0.6638897734738134,-0.8574194084260647,1.2016895422870135,,,,,,,,,,,,,0.0,0.0,2001-06
2001-08,,,,,,,,-4.460432770016928,-1.93956722998307,5.500000000000004,-10.650610310808684,,,,,,,,,,,,,0.0,0.0,2001-07
2001-09,,,,,,,,-0.8000565150529004,4.200056515052903,-5.600000000000005,17.192362448133895,,,,,,,,,,,,,0.0,0.0,2001-08
2001-10,,,,,,,,3.09008811513495,-2.09008811513495,0.1726487890955113,-0.8311758991469702,,,,,,,,,,,,,0.0,0.0,2001-09
2001-11,,,,,,,,6.034222800797163,8.965777199202833,-19.311615706518776,67.38347664435611,,,,,,,,,,,,,0.0,0.0,2001-10
2001-12,,,,,,,,-4.162879690048462,1.1519100803833446,8.308230230250999,-21.024735937107597,,,,,,,,,,,,,0.0,0.0,2001-11
2002-01,,,,,,,,0.0478736928013274,-1.0686381929863584,2.3053567800839403,-3.932293429725206,,,,,,,,,,,,,0.0,0.0,2001-12
2002-02,0.3714007912161609,0.130561205074368,0.2408395861417928,-1.7185603429723595,-0.164180539329326,0.0665921137960579,,-0.912093878779014,0.0002651019551467,-0.984081051806548,1.597679302642451,0.36650140143995935,0.3714007912161609,0.1300677627574398,0.130561205074368,0.2364336386825195,0.2408395861417928,-1.7185603429723595,-1.7185603429723595,-0.164180539329326,-0.164180539329326,0.0665921137960579,0.0665921137960579,0.0,0.0,2002-01
2002-03,0.2248791588832444,0.1306097717350809,0.0942693871481634,0.3613200510666566,0.2962893060886998,1.471556920417808,-0.1175093181342143,-2.6834357407816203,0.0701619783561555,-1.0702287157140802,1.83189752323576,0.18593929341824944,0.3423884770174588,0.16831740844006912,0.6187321542248204,0.017621884978180357,0.6322667049380439,0.48378542676932135,3.048174827261908,-0.4196509580610712,0.5971031016181366,-0.15813132441662575,2.050650364436888,0.4,0.3,2002-02
2002-04,-0.0619991301550449,-0.2943621721220553,0.2323630419670103,-0.7461173589734542,-0.3693269706532771,1.757987650145186,-0.1820045507028746,-2.51628735703767,0.0855471869258445,3.524768026002757,-9.24631340990028,0.11187996465096467,0.245442722508458,-0.08640636416270357,0.0690286292426831,0.19828632881366828,0.3180792286514414,-0.016876291012841455,0.7062396811663568,-0.20808793994117647,0.3990599847072091,0.9234092368297664,2.3347513981878607,0.5,0.6666666666666666,2002-03
2002-05,-0.0338049214740545,0.0516384033153678,-0.0854433247894223,-0.4821212207769048,-0.5483379637038366,-1.1482123938775817,-0.1341646980837509,0.3013167744376009,0.1441808605912423,3.848276854747496,-13.977766616987765,0.04434767571302059,0.4869089726965513,-0.23336040895521318,0.0516384033153678,0.27770808466823377,0.9359182631541076,0.13172355809149383,1.4515280712647536,-0.8974691682524442,0.6271455469060497,-0.22599017788116144,1.9807052376365704,0.15384615384615385,0.38461538461538464,2002-04
2002-06,0.1616207560247117,0.0622452627618921,0.0993754932628196,0.34735585300192,0.2472493896923022,-1.4649201766411049,-0.064633720421953,0.2874430920706156,0.0091829271129189,0.764522623379662,-3.7043922784483385,-0.015759912370079114,0.2313329395469439,-0.12451092418925801,0.0622452627618921,0.1087510118191789,0.3965209146468422,0.39501713287179463,1.1920779531260854,0.19227140267102236,0.7356502821962926,-0.10244624209595354,1.3791017004396142,0.0625,0.25,2002-05
2002-07,-0.1871918512646649,-0.1277059507377553,-0.0594859005269095,0.4860326902200978,0.0306160477276878,0.212479817992037,-0.1596254115949251,-2.4387895212650057,0.7867990938931704,2.517195170713343,-5.409032335761914,-0.1542838561596264,0.1627132362099205,-0.04898348441905469,0.1015750105299257,-0.10530037174057169,0.1003354717931282,-0.10354164491670705,1.554267641090024,-0.6241130162772127,0.1651690684201709,0.1185359642608074,1.8300882757187849,0.0,0.2727272727272727,2002-06
2002-08,0.0929534182192892,0.1555603437605566,-0.0626069255412673,1.0977059920032952,-0.323311025578165,0.2526462597789294,-0.0604737616423277,0.1185754484994996,-0.4385092518887683,-0.0021420531582521,0.8374206484038282,0.13470450322586489,0.3416532725889621,-0.02300236840253916,0.1558219472026055,0.15770687162840405,0.4984644414838916,0.8137321047286956,2.4100330697920005,-0.33889286242531047,1.3065073009744903,0.15011615186018124,1.9599396885334923,0.23076923076923078,0.3076923076923077,2002-07
2002-09,0.3329074835665139,-0.0954164470703908,0.4283239306369047,-0.6684746530684355,0.0509459253278836,0.460408341908534,0.2004823990449604,-0.1537728924526872,-0.662717960324065,-1.6956597605044903,3.4004873654450165,0.24828565051589577,0.5683951243502892,-0.2228865236991303,0.1344990386992443,0.47117217421502605,1.002763154239488,-0.6762252699425183,0.8189719082382968,0.22578224514333833,1.0520859483406328,-0.070676808445138,1.0938620137836603,0.5333333333333333,0.5333333333333333,2002-08
2002-10,0.0500871322968537,-0.1634519455080159,0.2135390778048696,0.5783238978312564,1.2206604687282456,0.554426923575938,-0.0014685324113476,0.7277383580159467,2.065215326940838,1.0219901968526557,-3.245146870856068,0.1592388691315284,0.3837170435029331,-0.2470828655407362,-0.0087684013217378,0.4063217346722646,0.8636205718939794,-0.5372611848146007,0.5783238978312564,0.6747865532740916,1.2932861366233157,-0.06714284983009382,0.9291948602188408,0.46153846153846156,0.6923076923076923,2002-09
2002-11,0.3291072467409928,-0.2887590387952245,0.6178662855362174,0.7420097079365068,-0.6158078631524488,-0.4817365650833857,-0.0972819234613286,0.85739962110538,0.0592152286553822,0.5122519625752204,-1.8860328031993772,0.3652987930365008,0.8551511863274965,-0.28679714051288463,-0.1088624667843169,0.6520959335493854,1.3529158741335765,1.2654479845003985,4.339420494906584,-1.9669845022698342,1.1469956349882364,-0.09856545844477033,2.021716740001112,0.4375,0.875,2002-10
2002-12,0.1757865354020117,-0.2289004494970878,0.4046869848990995,-0.9263371201060314,-0.1100393655231986,-0.632574766560967,-0.0284966109330755,-3.311651445121633,-0.2423669700675794,2.7126165952001635,-4.691382630420222,0.20940666272809902,0.3487009330234809,-0.2125837189156776,0.1017503632304609,0.42199038164377667,0.719791363722487,-0.46101773209291236,0.4987886478990526,-0.3657318712867758,0.0035823829240304,-0.006597767011306218,1.7550804023866893,0.6428571428571429,0.5714285714285714,2002-11
2003-01,0.5326614608737845,0.3107071219328937,0.2219543389408908,1.276085080915875,-0.7898170178252376,0.2459406672661669,0.6153334410161966,3.9357876614903793,-3.0389037089356483,4.115183806906774,-6.859699072217971,0.03082533060859606,0.5326614608737845,-0.21637108134986713,0.3107071219328937,0.24719641195846317,0.4372371357312909,-0.27070680703069666,1.276085080915875,0.5244781032239495,2.2527381066817758,0.25595033411296914,2.0832908426504475,0.08333333333333333,0.25,2002-12
