month,macro_signal_month,stress_signal_month,stress_signal_date,stress_score,recovery_score,return,gross_return,nav,drawdown,turnover,trade_cost,fx_cost,macro_neutral_return,p_Goldilocks,p_Overheating,p_Slowdown,p_Stagflation,w_KODEX200,w_BOND,w_GLD,w_USO,policy,solver_success,used_fallback,solver_status,solver_message,solver_iterations,objective_value,expected_monthly_return,expected_monthly_variance,expected_annual_log_growth,downside_risk_aversion_lambda,variance_penalty,downside_semivariance,downside_penalty,estimated_transaction_cost,monthly_utility,expected_annual_volatility,historical_cdar,sum_error,volatility_slack,cdar_slack,largest_weight,largest_asset,weights_above_half,macro_mu_KODEX200,macro_mu_BOND,macro_mu_GLD,macro_mu_USO,stress_mu_adjustment_KODEX200,stress_mu_adjustment_BOND,stress_mu_adjustment_GLD,stress_mu_adjustment_USO,original_expected_mu_KODEX200,original_expected_mu_BOND,original_expected_mu_GLD,original_expected_mu_USO,filtered_expected_mu_KODEX200,filtered_expected_mu_BOND,filtered_expected_mu_GLD,filtered_expected_mu_USO,trend_6m_KODEX200,trend_6m_BOND,trend_6m_GLD,trend_6m_USO,trend_12m_KODEX200,trend_12m_BOND,trend_12m_GLD,trend_12m_USO,trend_score_KODEX200,trend_score_BOND,trend_score_GLD,trend_score_USO,macro_relative_direction_KODEX200,macro_relative_direction_BOND,macro_relative_direction_GLD,macro_relative_direction_USO,macro_confidence_KODEX200,macro_confidence_BOND,macro_confidence_GLD,macro_confidence_USO,filtered_macro_mu_KODEX200,filtered_macro_mu_BOND,filtered_macro_mu_GLD,filtered_macro_mu_USO
2007-04,2007-03,2007-03,2007-03-30,0.44154815101722783,0.8531976744186046,0.03416926215614925,0.03566926306824841,1.0341692621561493,0.0,1.0,0.0015,9.120991522296605e-10,-0.00026980370370366727,0.3429454267428201,0.07263428340210744,0.4822763499007575,0.102143939954315,0.585419776228641,0.4145783995730545,1.824198304459321e-06,0.0,AssetTrendConfidence_StaticLambda,True,False,0,Optimization terminated successfully,12,-0.003356491764249934,0.005301876607440667,0.0004497596222024999,0.060923961556073,1.0,0.00022487981110124995,0.00022050210775915926,0.00022050210775915926,0.001500002924330324,0.0033564917642499334,0.07346506289679468,-0.04782912797734129,0.0,0.05653493710320533,0.11217087202265871,0.585419776228641,KODEX200,1,0.005981859489816315,0.004319868846811146,0.008036764827242006,-0.019417707978684137,0.0,2.181489682848952e-05,-0.0028478603448940445,0.0,0.005981859489816315,0.004341683743639635,0.005188904482347961,-0.019417707978684137,0.005981859489816315,0.004341683743639635,0.005188904482347961,-0.019417707978684137,0.05699510988702161,0.01763515466897947,0.09245021045078738,-0.06146699532049793,0.06574100311703068,0.05305145592341454,0.09006350274297947,-0.22902808751424608,1.0,1.0,1.0,-1.0,1.0,1.0,1.0,-1.0,1.0,1.0,1.0,1.0,0.005981859489816315,0.004319868846811146,0.008036764827242006,-0.019417707978684137
2007-05,2007-04,2007-04,2007-04-30,0.4955475396676942,0.0,0.08980124626419886,0.09098734035738747,1.1270389507458984,0.0,0.39536440961381697,0.001186093228841451,8.643471657432613e-10,-0.0010769490610899601,0.3824198999494422,0.1333930097136458,0.3589727499538459,0.12521434038306603,0.9958208310587171,0.004179168941282973,0.0,2.4542819713254273e-19,AssetTrendConfidence_StaticLambda,True,False,0,Optimization terminated successfully,10,-0.007576584196926594,0.010126198573358974,0.001408333333333622,0.11306438288030596,1.0,0.000704166666666811,0.0006593515797739994,0.0006593515797739994,0.0011860961299915709,0.007576584196926594,0.13000000000001333,-0.08803582024593298,0.0,-1.3322676295501878e-14,0.07196417975406702,0.9958208310587171,KODEX200,1,0.010159779414038166,0.0038325053889095985,0.006029036487105609,-0.024329117534413212,-7.277578310079272e-06,2.609860763735818e-05,0.0021370497021497006,0.0,0.010152501835728087,0.0038586039965469564,0.008166086189255309,-0.024329117534413212,0.010152501835728087,0.003858603996546957,0.004613093415157525,-0.024329117534413212,0.12376237623762387,0.014241724403387446,0.054752685749453134,-0.057563845622220056,0.08488567859664342,0.04387441814400339,-0.02740664760460687,-0.3050038011655062,1.0,1.0,0.0,-1.0,1.0,1.0,1.0,-1.0,1.0,1.0,0.5,1.0,0.010159779414038166,0.003832505388909599,0.0024760437130078245,-0.024329117534413212
2007-06,2007-05,2007-05,2007-05-31,0.5871695775491049,0.0,0.010025483291865407,0.01038716440501802,1.1383380609158829,0.0,0.1124168198286985,0.00033725045948609553,2.4430653666516573e-05,0.0010742579589037467,0.32986573743684366,0.1297630813977513,0.387812797762994,0.15255838340241104,0.8837438275770519,0.06739486508991503,0.048861307333033135,1.007291580874814e-17,AssetTrendConfidence_StaticLambda,True,False,0,Optimization terminated successfully,8,-0.013583630704686359,0.015142112001914551,0.001408333337656679,0.17325534399703454,1.0,0.0007041666688283395,0.0004926320152083038,0.0004926320152083038,0.0003616826131915505,0.013583630704686359,0.13000000019953903,-0.079947770591425,0.0,-1.9953902419267422e-10,0.08005222940857501,0.8837438275770519,KODEX200,1,0.01633389739798579,0.003732169968408361,0.007043499592244383,-0.022812535123023548,0.0,2.302536151350693e-05,0.0022491317003778583,0.0,0.01633389739798579,0.003755195329921868,0.009292631292622242,-0.022812535123023548,0.01633389739798579,0.003755195329921868,0.009292631292622242,-0.022812535123023548,0.1776685393258426,0.01576923076923098,0.03625755840862732,-0.08381259022108078,0.28361987753179463,0.03966145064462179,0.054153440055752844,-0.26702361844050726,1.0,1.0,1.0,-1.0,1.0,1.0,1.0,-1.0,1.0,1.0,1.0,1.0,0.01633389739798579,0.003732169968408361,0.007043499592244383,-0.022812535123023548
2007-07,2007-06,2007-06,2007-06-29,0.4727490475190912,0.18767123287671234,0.091720621937771,0.09185773118927833,1.242747135838524,0.0,0.03917412968730591,0.00011752238906191772,1.9586862445402226e-05,0.001903140938392717,0.3726100344142113,0.12204754043204279,0.38065859698200916,0.12468382817173676,0.9253472072494094,0.06672687179299673,0.007925920957593835,1.0036615861633738e-17,AssetTrendConfidence_StaticLambda,True,False,0,Optimization terminated successfully,14,-0.013692412598119047,0.015024276159035906,0.0014083333333333736,0.17184131390843063,1.0,0.0007041666666666868,0.0004905851316576374,0.0004905851316576374,0.0001371117625925344,0.013692412598119047,0.13000000000000186,-0.0816250622254101,0.0,-1.8596235662471372e-15,0.0783749377745899,0.9253472072494094,KODEX200,1,0.01593987588440189,0.0034935591567121804,0.0048157237762527175,-0.016636595063795924,0.0,-2.0034814582234865e-06,0.00040460807199546556,0.0,0.01593987588440189,0.003491555675253957,0.005220331848248183,-0.016636595063795924,0.01593987588440189,0.003491555675253957,0.005220331848248183,-0.007366727062701603,0.18739920438662505,0.015080203630775113,0.02096376595677585,0.03129372131354935,0.3199474124536872,0.040157480314961136,0.027012216622159357,-0.2595911345806956,1.0,1.0,1.0,0.0,1.0,1.0,1.0,-1.0,1.0,1.0,1.0,0.5,0.01593987588440189,0.0034935591567121804,0.0048157237762527175,-0.007366727062701603
2007-08,2007-07,2007-07,2007-07-31,0.6341131253053367,0.16124661246612465,-0.014673280685840761,-0.01443150539889065,1.2245119582928408,-0.014673280685840728,0.07934813491405032,0.00023804440474215098,3.73088220796e-06,0.0058207617766368545,0.3282145338471756,0.10819526939321378,0.4238642036379763,0.13972599312163433,0.8590645154658044,0.14093548453419552,1.0540873559080805e-16,2.832181714086842e-17,AssetTrendConfidence_StaticLambda,True,False,0,Optimization terminated successfully,7,-0.0177301997931907,0.0190649355160373,0.0014083333333339883,0.22032922619244366,1.0,0.0007041666666669942,0.00038879226907559134,0.00038879226907559134,0.0002417767871040126,0.017730199793190703,0.13000000000003023,-0.0746876293876177,0.0,-3.0225821845419887e-14,0.08531237061238231,0.8590645154658044,KODEX200,1,0.021237938761680175,0.003775575555098884,0.006240372031549492,-0.007970839241781132,0.0,-1.2483520876854465e-06,0.0005207116642009093,0.0,0.021237938761680175,0.0037743272030111986,0.006761083695750402,-0.007970839241781132,0.021237938761680175,0.005819513424549169,0.006761083695750402,-0.0010750387325721387,0.37164339419978565,0.019138755980861344,0.006295632965970688,0.21913687370617585,0.4412236412236412,0.039835969537200144,0.033415353182358,-0.1691913842961219,1.0,1.0,1.0,0.0,1.0,-1.0,1.0,-1.0,1.0,0.0,1.0,0.5,0.021237938761680175,0.0058207617766368545,0.006240372031549492,-0.0010750387325721387
2007-09,2007-08,2007-08,2007-08-31,0.676341430829936,0.05952380952380952,0.03200591571718892,0.032022591816205336,1.2637035848246516,0.0,0.005558699672138371,1.6676099016415114e-05,6.806466191332276e-20,0.005036022371291666,0.36907606328132014,0.0977704766240169,0.4214964947934556,0.11165696530120746,0.8628683462451704,0.13713165375482966,2.9627624308179324e-19,9.046238170942402e-19,AssetTrendConfidence_StaticLambda,True,False,0,Optimization terminated successfully,3,-0.015836386009717953,0.016939045176880062,0.0014083333333333324,0.19481854212256078,1.0,0.0007041666666666662,0.0003818129012091837,0.0003818129012091837,1.667959928626219e-05,0.015836386009717953,0.12999999999999995,-0.07505957710941014,0.0,5.551115123125783e-17,0.08494042289058987,0.8628683462451704,KODEX200,1,0.01885089981116167,0.003418055633750853,0.007402303621850981,-0.009527169581596839,0.0,-0.000126868188748397,0.0010420320491611212,0.0,0.01885089981116167,0.003291187445002456,0.008444335671012103,-0.009527169581596839,0.01885089981116167,0.004909154182543269,0.008444335671012103,-0.002245573605152586,0.31214603837906196,0.011613517372679905,0.04529398226068371,0.1384126455507504,0.35799237466568035,0.03184775220895264,0.06592542934222578,-0.1448941516628508,1.0,1.0,1.0,0.0,1.0,-1.0,1.0,-1.0,1.0,0.0,1.0,0.5,0.01885089981116167,0.005036022371291666,0.007402303621850981,-0.002245573605152586
2007-10,2007-09,2007-09,2007-09-28,0.5193018641774033,0.5427461139896373,0.056494142261950674,0.056547079394604585,1.3350954349226727,0.0,0.017645710884636345,5.2937132653909035e-05,1.4114688349335097e-22,0.007416497173508951,0.39272223717645033,0.06551509001248977,0.4643058002067272,0.07745687260433265,0.8844315109302603,0.11556848906973982,1.5392759003903364e-18,0.0,AssetTrendConfidence_StaticLambda,True,False,0,Optimization terminated successfully,5,-0.017094948714775828,0.01823245530109653,0.001408333333333333,0.2103394636131584,1.0,0.0007041666666666665,0.00038039928691512194,0.00038039928691512194,5.2940632738915534e-05,0.017094948714775828,0.13,-0.07716734798427799,0.0,0.0,0.08283265201572201,0.8844315109302603,KODEX200,1,0.01964864206481681,0.003370312922101818,0.01097708850210908,-0.004330054794991905,0.0,-2.194595231028309e-05,-0.0012698863484997044,0.0,0.01964864206481681,0.003348366969791535,0.009707202153609375,-0.004330054794991905,0.01964864206481681,0.007394551221198668,0.009707202153609375,0.007416497173508951,0.3156075511831964,0.008901515151515271,0.10175337632884185,0.1460544211818795,0.39059074813107797,0.026693649416979603,0.20361070783530866,0.07560989943805696,1.0,1.0,1.0,1.0,1.0,-1.0,1.0,-1.0,1.0,0.0,1.0,0.0,0.01964864206481681,0.007416497173508951,0.01097708850210908,0.007416497173508951
2007-11,2007-10,2007-10,2007-10-30,0.7818130798505039,0.0,-0.07055514737558626,-0.07050878934488429,1.2408975797512312,-0.07055514737558621,0.013245151629134713,3.9735454887404144e-05,6.622575814567323e-06,0.011135414091223346,0.46394896786708834,0.19175007547114664,0.24361492532554746,0.10068603133621763,0.8768381413298273,0.10991670704103809,0.013245151629134647,3.8733073887804805e-20,AssetTrendConfidence_StaticLambda,True,False,0,Optimization terminated successfully,13,-0.01984319309345829,0.020950690359873764,0.0014083333333402461,0.24295828431844368,1.0,0.0007041666666701231,0.0003569700138494857,0.0003569700138494857,4.636058589586687e-05,0.01984319309345829,0.13000000000031905,-0.07719700817428621,0.0,-3.1905034170165436e-13,0.0828029918257138,0.8768381413298273,KODEX200,1,0.02224973240988005,0.0034170722214673277,0.013634121970384964,0.005240729763161041,0.0,-0.00012687961831703794,0.0038254357888653674,0.0,0.02224973240988005,0.0032901926031502896,0.01745955775925033,0.005240729763161041,0.02224973240988005,0.011008534472906308,0.01745955775925033,0.011135414091223346,0.31688025630756944,0.0157495256166984,0.18770911352625408,0.45218539693889914,0.47986048604860554,0.030215550423402515,0.2527393773809188,0.3685920209346656,1.0,1.0,1.0,1.0,1.0,-1.0,1.0,-1.0,1.0,0.0,1.0,0.0,0.02224973240988005,0.011135414091223346,0.013634121970384964,0.011135414091223346
2007-12,2007-11,2007-11,2007-11-30,0.6626775724585523,0.7723880597014925,0.00857420694367741,0.009059417718274648,1.2515372923959267,-0.06258589486644872,0.1386316504431811,0.0004158949513295433,6.931582326769616e-05,0.009019229875566788,0.3303845902520425,0.22506108407086484,0.2644253174041543,0.18012900827293832,0.7290191186176296,0.11786810922520366,0.15311277215716673,3.697702822943128e-19,AssetTrendConfidence_StaticLambda,True,False,0,Optimization terminated successfully,14,-0.01321151327118405,0.014820604012389979,0.0014083333357858667,0.16939724813396456,1.0,0.0007041666678929333,0.0004197103045533628,0.0004197103045533628,0.00048521376875963263,0.01321151327118405,0.13000000011319385,-0.07088750822046164,0.0,-1.1319384318753123e-10,0.08911249177953837,0.7290191186176296,KODEX200,1,0.016795507113575185,0.0030570845221652744,0.013610521919044563,0.002613805947482122,-0.0005781325728853524,-0.00037877100665056337,-0.000682839003766991,0.0,0.016217374540689833,0.002678313515514711,0.012927682915277572,0.002613805947482122,0.016217374540689833,0.008640458868916224,0.012927682915277572,0.009019229875566788,0.10981147653777357,0.010128739113971719,0.18288295139340072,0.4136129421065786,0.30699006050129607,0.02605769230769228,0.22577139909411637,0.2951343798585837,1.0,1.0,1.0,1.0,1.0,-1.0,1.0,-1.0,1.0,0.0,1.0,0.0,0.016795507113575185,0.009019229875566788,0.013610521919044563,0.009019229875566788
2008-01,2007-12,2007-12,2007-12-28,0.5132411542673639,0.015931372549019607,-0.04802860628962419,-0.04744148118707448,1.1914277005226603,-0.10760858785224847,0.16775002929991553,0.0005032500878997466,8.387501464995775e-05,0.011388685359487104,0.23527417869557943,0.24077260879188606,0.25895072709012407,0.2650024854224105,0.6674099822394755,6.409820258737863e-17,0.33259001776052444,4.2067438593900196e-17,AssetTrendConfidence_StaticLambda,True,False,0,Optimization terminated successfully,12,-0.014925494930311463,0.016543697432676824,0.0013076899823294525,0.19067822929814515,1.0,0.0006538449911647262,0.0003772309086237552,0.0003772309086237552,0.000587126602576879,0.014925494930311463,0.1252688300733803,-0.07399110272592802,0.0,0.004731169926619705,0.08600889727407199,0.6674099822394755,KODEX200,1,0.01582020318536925,0.003046356919003379,0.017639887350137957,0.009048293983437828,6.303466285221209e-05,-2.1061383654365574e-05,0.00022915749524635658,-3.077643264176635e-08,0.01588323784822146,0.0030252955353490137,0.017869044845384312,0.009048263207005186,0.01588323784822146,0.011367623975832738,0.017869044845384312,0.011388654583054462,0.08869069177834166,0.012301286903860786,0.3193781548355954,0.4956019242358769,0.29271046124072697,0.027566996446066527,0.3470372896820515,0.5424048740489225,1.0,1.0,1.0,1.0,1.0,-1.0,1.0,-1.0,1.0,0.0,1.0,0.0,0.01582020318536925,0.011388685359487104,0.017639887350137957,0.011388685359487104
