Month,LargestAsset,LargestWeight,MacroExpectedMonthlyReturn,MacroPredicted12MReturn,OwnMomentum6M,OwnMomentum12M,RealizedAssetForward3M,RealizedAssetForward6M,RealizedAssetForward12M,MacroPredictionError12M,RealizedStrategyForward12M
2007-04,KODEX200,0.585419776228641,0.005981859489816315,0.07419169850158425,0.05699510988702161,0.06574100311703068,0.17458122839670298,0.3156075511831964,0.15517149694230348,-0.08097979844071923,0.19839472166169414
2007-05,KODEX200,0.9958208310587171,0.010159779414038166,0.1289660223569884,0.12376237623762387,0.08488567859664342,0.21460752903484193,0.31688025630756944,0.1951341609931927,-0.0661681386362043,0.14767761216128195
2007-06,KODEX200,0.8837438275770519,0.01633389739798579,0.21461021187600227,0.1776685393258426,0.28361987753179463,0.09462868675748815,0.10981147653777357,0.08669327095087409,0.12791694092512818,0.11392576960556444
2007-07,KODEX200,0.9253472072494094,0.01593987588440189,0.2089715524204674,0.18739920438662505,0.3199474124536872,0.12006519377037339,0.08869069177834166,-0.03277797899311785,0.24174953141358524,0.1979997115651977
2007-08,KODEX200,0.8590645154658044,0.021237938761680175,0.286836244318873,0.37164339419978565,0.4412236412236412,0.08420228331203927,-0.13316572559040474,-0.16704447100523379,0.4538807153241068,0.013455349739513345
2007-09,KODEX200,0.8628683462451704,0.01885089981116167,0.2512024902989469,0.31214603837906196,0.35799237466568035,0.013870264834059842,-0.11058498156218532,-0.2193680858196444,0.4705705761185913,0.012378806325277436
2007-10,KODEX200,0.8844315109302603,0.01964864206481681,0.26300928220487485,0.3156075511831964,0.39059074813107797,-0.028011317704122796,-0.12194826192400943,-0.24256265157639434,0.5055719337812692,-0.0018443358871658155
2007-11,KODEX200,0.8768381413298273,0.02224973240988005,0.30221911661911594,0.31688025630756944,0.47986048604860554,-0.200486581008135,-0.09245039154565471,-0.4389112749942977,0.7411303916134137,-0.13014817782380517
2007-12,KODEX200,0.7290191186176296,0.016795507113575185,0.2212467543964427,0.10981147653777357,0.30699006050129607,-0.12275263484190924,-0.020830750154990252,-0.420293449059723,0.6415402034561657,0.054865430747543575
2008-01,KODEX200,0.6674099822394755,0.01582020318536925,0.20726372863118114,0.08869069177834166,0.29271046124072697,-0.09664407202561631,-0.11157316921029636,-0.3865762881024658,0.593840016733647,0.08010478261146914
2008-02,GLD,0.8656001108036283,0.022943910653148103,0.3128704011159573,0.423397384131708,0.43235857162692426,-0.024469540760789887,0.041686315782975214,0.4395256261857037,-0.12665522506974636,0.19207454842036498
2008-03,GLD,0.8760353562977238,0.0252154048534727,0.34828430507244534,0.47392904632884947,0.5406891624067747,-0.03074842377956155,-0.03900441548637201,0.5917967866721676,-0.24351248159972227,0.23006121315307504
2008-04,GLD,0.8139579788697472,0.02104190646651766,0.28387518738821527,0.30041911901763774,0.43274115502026045,0.11016821307321134,0.17691046260538124,0.4424687386005801,-0.15859355121236485,0.20353646331955266
2008-05,GLD,0.7027354968987362,0.018386007129377872,0.2443687053699004,0.1943019135123194,0.4184832669804266,0.06781526493325307,0.07443889035903184,0.2951134213013529,-0.050744715931452467,0.1558938270209831
2008-06,GLD,0.466253914287839,0.02054872589478836,0.2764533228115853,0.23981476495050513,0.46655574834576896,-0.008517903823282102,0.2460633318544121,0.3487952049073648,-0.07234188209577952,0.1379223324639498
2008-07,GLD,0.4644219022989338,0.023380053410330143,0.3196032460541174,0.23600611086808532,0.6307594619226546,0.06011904209309993,0.1741572202909547,0.20353700292948584,0.11606624312463154,0.030668758878699354
2008-08,GLD,0.6182342900757823,0.018551969849995714,0.24680437146405398,0.041686315782975214,0.4827335769712833,0.006202969411748471,0.38191853379939644,0.263315442941807,-0.016511071477752992,0.11309137794979307
2008-09,BOND,0.47710558600852,0.003328907015775271,0.040686448079762405,0.00036248300860908245,0.03876917286157888,0.0221940393151554,0.07428209076909154,0.09421143219494543,-0.05352498411518303,0.1483663840573679
2008-10,GLD,0.5981477381397587,0.023969019962595525,0.3287455034226301,0.17691046260538124,0.5304768669439306,0.10757110632849076,0.22564016926769437,0.11753018344276756,0.21121531997986254,0.14883905031469613
2008-11,GLD,0.5635286437060045,0.017149584298714694,0.22635981509533387,0.07443889035903184,0.2832044227078452,0.3733993794585009,0.20538583713084035,0.3479518550715599,-0.12159203997622603,0.25298883397345895
2008-12,BOND,0.5432604182299549,0.003966846747690854,0.04865458474587725,0.021453788358830383,0.057445412801049534,0.05095710740872028,0.07027649769585254,0.09331797235023043,-0.04466338760435318,0.17276489410915552
2009-01,BOND,0.5240712018212184,0.006056405111751431,0.0751472894798122,0.07081174438687388,0.10114040007477998,0.014261460101867574,0.025212224108658754,0.043039049235993776,0.03210824024381842,0.11602897609073892
2009-02,BOND,0.5045003432634717,0.0059678787382613325,0.074012567724137,0.07219759341355281,0.08119697107928125,0.020842123027592585,0.01881697747025557,0.04581891823474815,0.02819364948938885,0.0454553904276469
2009-03,BOND,0.5172467490964426,0.005605129515970982,0.06937434245663177,0.07428209076909154,0.07467149977344834,0.01838266295640434,0.018551311240408097,0.05615987857323579,0.013214463883395977,-0.028847146210569607
2009-04,BOND,0.5622715253192931,0.00571885090027043,0.07082644004576322,0.07649337778178222,0.08263863718738684,0.010796786072982956,0.016655507197857577,0.06260462002008738,0.008221820025675841,0.045772033714151616
2009-05,BOND,0.5703863007790554,0.005829623752052969,0.07224262567978701,0.07556899004267392,0.08628894675406329,-0.0019837989750373097,0.006530004959497404,0.054885104976029275,0.017357520703757734,0.13543459611378506
2009-06,GLD,0.47679655347413274,0.02249357449451641,0.30595150490377687,0.08244514578570028,0.3487952049073648,-0.03288208124383418,0.10887810528910302,0.2118356189156705,0.09411588598810638,0.16160568301228007
2009-07,GLD,0.5142217668916552,0.019210722430467692,0.2565153754074059,0.02502201760616929,0.20353700292948584,-0.01563888380847367,0.06759767664961891,0.2695520280754935,-0.013036652668087623,0.1949111943828945
2009-08,GLD,0.5056995698547054,0.01719355181124661,0.2269960968660254,-0.0858249512954331,0.263315442941807,0.07361401047921423,0.08546893246547294,0.19110932609520082,0.03588677077082458,0.15292769141585105
2009-09,GLD,0.5075355969584172,0.01738144610454444,0.2297186457613003,-0.20571870434394113,0.3156505966455776,0.14658004342971798,0.07812400430686894,0.2569614271480991,-0.02724278138679881,0.1858424210437004
2009-10,GLD,0.49042251145650334,0.017149689269222782,0.22636133382990176,-0.08820695383174426,0.11753018344276756,0.08455896833890919,0.07817598359532463,0.2685664035498525,-0.04220506971995075,0.17446612806359663
