month,macro_signal_month,stress_signal_month,stress_signal_date,stress_score,recovery_score,return,gross_return,nav,drawdown,turnover,trade_cost,fx_cost,p_Goldilocks,p_Overheating,p_Slowdown,p_Stagflation,w_KODEX200,w_HYG,w_GLD,w_USO,expected_monthly_return,expected_monthly_variance,expected_annual_log_growth,downside_risk_aversion_lambda,variance_penalty,downside_semivariance,downside_penalty,estimated_transaction_cost,monthly_utility,policy,solver_success,used_fallback,solver_status,solver_message,solver_iterations,objective_value,expected_annual_volatility,requested_annual_volatility_cap,effective_annual_volatility_cap,minimum_feasible_annual_volatility,volatility_cap_relaxed,historical_cdar,sum_error,volatility_slack,requested_volatility_slack,cdar_slack,largest_weight,largest_asset,weights_above_half,macro_mu_KODEX200,macro_mu_HYG,macro_mu_GLD,macro_mu_USO,stress_mu_adjustment_KODEX200,stress_mu_adjustment_HYG,stress_mu_adjustment_GLD,stress_mu_adjustment_USO
2008-04,2008-03,2008-03,2008-03-31,0.5274413701575932,0.5959715639810427,0.038353834157016584,0.04030736745537103,1.0383538341570167,0.0,1.0,0.0015,0.0004535332983544458,0.24022743410559233,0.3203330257697091,0.18832122621024894,0.2511183139144496,0.09293340329110858,0.07582170984405112,0.5405719100457479,0.2906729768190925,0.033633229117115956,0.0014083333430781227,0.3951487493469228,1.0,0.0007041666715390613,8.928678047569285e-05,8.928678047569285e-05,0.001953533298376651,0.030886242366724555,HYG_StaticLambda,True,False,0,Optimization terminated successfully,13,-0.030886242366724555,0.1300000004497595,0.13,0.13,0.05681321578313461,False,-0.021788109180792603,0.0,-4.497595074148819e-10,-4.497595074148819e-10,0.1382118908192074,0.5405719100457479,GLD,1,0.011837647925084634,0.006108764443355323,0.03182830883875058,0.043036536284911345,0.0045147547225876114,-0.005181944745494144,0.0009841635980306106,0.006179496422874729
2008-05,2008-04,2008-04,2008-04-29,0.4680286725621713,0.6616279069767442,0.0770659068618175,0.07740739465223444,1.1183755140297724,0.0,0.11382878500797791,0.00034148635502393376,1.435393011249564e-09,0.21768382175858922,0.3339607848638936,0.17692498823483618,0.271430405142681,0.09818118140173078,0.12680878906955512,0.39108302476116374,0.38392700476755043,0.03811480148731721,0.001408333335585234,0.44892761783429513,1.0,0.000704166667792617,9.60041841370266e-05,9.60041841370266e-05,0.0003414881288165023,0.03697314250657106,HYG_StaticLambda,True,False,0,Optimization terminated successfully,25,-0.036973142506571056,0.13000000010393387,0.13,0.13,0.05789569428394543,False,-0.023794168546825756,0.0,-1.0393386151719142e-10,-1.0393386151719142e-10,0.13620583145317425,0.39108302476116374,GLD,0,0.019313171309655444,0.010061032846370851,0.02658842499662869,0.05203649300521966,0.011198118130522848,-0.002478632941474861,-9.785627872703941e-05,0.009948311544742334
2008-06,2008-05,2008-05,2008-05-30,0.5104176318429294,0.7745995423340961,0.09197981427624118,0.0924726389849868,1.2212434861013266,0.0,0.14920344537144023,0.0004476103361143207,4.5214372631308864e-05,0.23636881989914413,0.4236576198316693,0.12175140933825625,0.2182221509309303,0.0,0.23636908622878014,0.3241579201489896,0.4394729936222303,0.04522551837633916,0.001408333334190732,0.5342562205109256,1.0,0.000704166667095366,0.00015280764516762633,0.00015280764516762633,0.0004928247087995474,0.04387571935527662,HYG_StaticLambda,True,False,0,Optimization terminated successfully,10,-0.043875719355276635,0.13000000003957224,0.13,0.13,0.05539411478772543,False,-0.03814257676013555,0.0,-3.957223437822677e-11,-3.957223437822677e-11,0.12185742323986445,0.4394729936222303,USO,0,0.016856621023508166,0.01015292871602573,0.028949035262904658,0.05992259182719604,0.004799311560528805,-0.0024399207256063093,0.00043601425369656254,0.017162930337818936
2008-07,2008-06,2008-06,2008-06-30,0.6831293231709922,0.0,-0.09706981358900374,-0.09679291439107236,1.1026976085586857,-0.0970698135890038,0.092299732643793,0.000276899197931379,4.163336342344337e-20,0.12925401802483139,0.2985373264331797,0.1728886496548744,0.3993200058871146,0.0,0.19969055603921748,0.4136493433579745,0.38666010060280814,0.03300195763221904,0.0014083333345672401,0.387573491579225,1.0,0.0007041666672836201,0.00012273043315731385,0.00012273043315731385,0.00027690119801362863,0.03189815933376447,HYG_StaticLambda,True,False,0,Optimization terminated successfully,10,-0.03189815933376447,0.13000000005694956,0.13,0.13,0.05466993019900233,False,-0.03466934298091451,0.0,-5.694955618196218e-11,-5.694955618196218e-11,0.1253306570190855,0.4136493433579745,GLD,0,0.008127734995228678,0.007524537865647653,0.03292661336887196,0.06750717450141806,-0.002492888966858676,0.0036057952715490235,-0.0013519413554525556,-0.021682707879615633
2008-08,2008-07,2008-07,2008-07-31,0.5052696849588909,0.09581497797356828,0.023258910965885535,0.023838595119128714,1.1283451540584473,-0.07606864077485986,0.19146109587402566,0.000574383287622077,5.300865621100604e-06,0.09954953119571709,0.2844692278230419,0.15968137577894503,0.45629986520229604,0.010601731242200915,0.3131996989261165,0.511468347971189,0.1647302218604935,0.019048593762358693,0.0014083333374979908,0.22013312512331634,1.0,0.0007041666687489954,0.00036391161747658263,0.00036391161747658263,0.0005796841533581063,0.017400831322775007,HYG_StaticLambda,True,False,0,Optimization terminated successfully,15,-0.017400831322775014,0.13000000019221497,0.13,0.13,0.07823172240163258,False,-0.04888595365690329,1.1102230246251565e-16,-1.922149661659489e-10,-1.922149661659489e-10,0.11111404634309671,0.511468347971189,GLD,1,0.0031313947920688155,0.005107937787752443,0.025243037224409,0.049266019394045714,0.0016792390503110838,0.0006489768227707964,-0.0022179597150527664,-0.016376302038676502
2008-09,2008-08,2008-08,2008-08-29,0.6021767779138312,0.9181222707423581,0.008334381722716562,0.008996730636844998,1.137749213287348,-0.06836824414148901,0.21919216518539053,0.0006575764955561716,4.7724185722642085e-06,0.06351298359069107,0.20660719757728274,0.17161562959203006,0.5582641892399961,0.0,0.4429524547210799,0.2796911501355963,0.2773563951433239,0.0378082795803764,0.00140833334109432,0.4452493549179509,1.0,0.00070416667054716,0.0004159329774092466,0.0004159329774092466,0.0006623489142505922,0.036025831018169405,HYG_StaticLambda,True,False,0,Optimization terminated successfully,8,-0.036025831018169405,0.1300000003581994,0.13,0.13,0.07971665794576195,False,-0.05609159042192524,0.0,-3.5819938681846963e-10,-3.5819938681846963e-10,0.10390840957807476,0.4429524547210799,HYG,0,-0.002984153751638977,0.014265577122610488,0.02137159167468663,0.04301751677301423,0.0007207896202751118,-0.003870158651148177,0.007775431319708707,0.04730468060524664
2008-10,2008-09,2008-09,2008-09-30,0.6080814217442396,0.788961038961039,-0.12281796142344961,-0.12216040634959663,0.9980131743002623,-0.1827893571933803,0.21918502461766104,0.0006575550738529832,2.7755575615628914e-20,0.09834001144156536,0.29828770585927694,0.14960032946752552,0.45377195323163216,2.775557561562892e-17,0.2951655359107111,0.5401742352794182,0.1646602288098708,0.03337004976733425,0.0014083333396776641,0.39199059716994505,1.0,0.0007041666698388321,0.0003354130593951829,0.0003354130593951829,0.000657557073870207,0.031672912964230034,HYG_StaticLambda,True,False,0,Optimization terminated successfully,8,-0.03167291296423003,0.13000000029281528,0.13,0.13,0.07762679322429566,False,-0.0599118789272205,2.220446049250313e-16,-2.9281527202940083e-10,-2.9281527202940083e-10,0.1000881210727795,0.5401742352794182,GLD,1,-0.002112134672964433,0.00893061877320752,0.03165636792671023,0.03861101948826839,0.00014362914430994945,-0.0060247860248748165,0.01346011255620957,0.010833754167103063
2008-11,2008-10,2008-10,2008-10-31,0.8504830122889445,0.0,0.1190596257360912,0.11974008101096105,1.1168362493121398,-0.08549256391327364,0.22681842495661578,0.0006804552748698473,8.326672684688674e-20,0.047132551927387,0.12748365408569,0.22278828190322117,0.6025955120837018,3.124660198245481e-17,0.5453723664123644,0.45462763358763564,0.0,0.013681835419215827,0.00140833333350168,0.15573202502957983,1.0,0.00070416666675084,0.0005042581311287839,0.0005042581311287839,0.0006804572748869063,0.011792953346449298,HYG_StaticLambda,True,False,0,Optimization terminated successfully,6,-0.011792953346449298,0.13000000000776984,0.13,0.13,0.12250375005115563,False,-0.06142994191740375,0.0,-7.769840326687927e-12,-7.769840326687927e-12,0.09857005808259625,0.5453723664123644,HYG,1,-0.014969177457950403,0.004711384827707135,0.022378682503084432,0.01595424539025866,-0.004945356345958146,0.004435387218763943,-0.0032565745163915106,-0.013867953388550108
2008-12,2008-11,2008-11,2008-11-28,0.587662425438711,0.9307036247334755,0.05756986202341976,0.0586228444752533,1.1811323580877933,-0.032844496998369554,0.32072191197818467,0.000962165735934554,9.081671589898799e-05,0.014947308057877045,0.037896777680945536,0.2679094742839133,0.6792464399772641,0.18163343179797584,0.6423470856020542,0.17601948259996972,2.1794265563197694e-16,-0.00037789118153074204,0.0014263411046014196,-0.01309274080597742,1.0,0.0007131705523007098,0.0005430516512222216,0.0005430516512222216,0.0010529839518467782,-0.0026870973369004514,HYG_StaticLambda,True,False,0,Optimization terminated successfully,17,0.0026870973369004514,0.13082848793445956,0.13,0.13082848793444846,0.13082748793444846,True,-0.07633545478268977,0.0,-1.1102230246251565e-14,-0.0008284879344595542,0.08366454521731023,0.6423470856020542,HYG,1,-0.016825754818843703,0.006639559954021614,0.03695766117411689,0.004300380387493617,-4.0855074051125327e-05,-0.012273684687773713,-0.0011393951183875097,0.002667993740077744
2009-01,2008-12,2008-12,2008-12-30,0.7572844152837244,0.0,0.039651856280628985,0.03996054835839702,1.2279664485990909,0.0,0.09014112977396847,0.00027042338932190544,3.826868844612995e-05,0.019497086277019505,0.036851567747183886,0.3265109349375589,0.6171404110382377,0.10390650249541628,0.6362697618308345,0.20667489431001634,0.053148841363732956,0.015154767955638661,0.001408333333353168,0.17340721546754492,1.0,0.000704166666676584,0.0005421293169016655,0.0005421293169016655,0.00030869207787061854,0.013599779894189793,HYG_StaticLambda,True,False,0,Optimization terminated successfully,10,-0.013599779894189793,0.13000000000091544,0.13,0.13,0.12984470733058515,False,-0.06263614099377146,0.0,-9.154343949546728e-13,-9.154343949546728e-13,0.09736385900622854,0.6362697618308345,HYG,1,-0.010308285491365254,0.011019027694624057,0.0353472349357995,-0.010983492916656333,-0.0036114799306368097,0.0019034203681624964,0.0097572265702238,-0.006759145407272197
