month,bond_curve_signal_month,bond_curve_signal_date,ktb_3y_pct,ktb_5y_pct,ktb_10y_pct,return,gross_return,nav,drawdown,turnover,trade_cost,fx_cost,w_KODEX200,w_BOND,w_GLD,w_USO,expected_monthly_return,expected_monthly_variance,expected_annual_log_growth,downside_risk_aversion_lambda,estimated_transaction_cost,monthly_utility,policy,solver_success,used_fallback,solver_status,solver_message,solver_iterations,objective_value,expected_annual_volatility,historical_cdar,sum_error,volatility_slack,cdar_slack,bond_mu_adjustment,carry_roll_alpha_adjustment,rate_momentum_alpha_adjustment,bond_curve_alpha_adjustment,gvz_gold_variance_multiplier,ovx_oil_variance_multiplier,gvz_mu_adjustment_GLD,ovx_mu_adjustment_USO,expected_mu_BOND
2007-04,2007-03,2007-03-30,4.76,4.8,4.93,-0.004594321674087601,-0.0030593417628940727,0.9954056783259124,-0.004594321674087576,1.0,0.0015,3.497991119352853e-05,0.0,0.930040177612943,0.06995982238705703,3.3610267347050644e-17,0.0029252422280204317,1.8651250353913034e-05,0.0349909992341217,1.0,0.001534982911208629,0.0013809326333027807,Stage37_carry_roll_only,True,False,0,Optimization terminated successfully,14,-0.0013809326333027794,0.01496044799619839,-5.634710460006298e-05,0.0,0.11503955200380162,0.15994365289539994,-0.000841055555555555,-0.000841055555555555,0.0002244444444444542,-0.0006166111111111008,1.0,1.0,0.0,0.0,0.0028796651715603696
2007-05,2007-04,2007-04-30,5.05,5.06,5.15,0.006413878242370781,0.0071069985760347214,1.0017900891484595,0.0,0.19803438104684026,0.0005941031431405208,9.901719052342012e-05,0.0,0.7330929936999119,0.2669070063000881,6.505213034913027e-19,0.003670909830993146,0.00014937632160081401,0.043154660042312866,1.0,0.0006931233336727777,0.002885355281253672,Stage37_carry_roll_only,True,False,0,Optimization terminated successfully,8,-0.002885355281253672,0.042338113552799775,-0.011062539132823068,0.0,0.08766188644720023,0.14893746086717694,-0.0006758223684210536,-0.0006758223684210536,-0.0022785087719298207,-0.0029543311403508743,1.0,1.0,0.0,0.0,0.0025418688272751603
2007-06,2007-05,2007-05-31,5.17,5.21,5.32,-0.014883227422913717,-0.01393369637655552,0.986880219421642,-0.014883227422913703,0.27129458467377043,0.0008138837540213114,0.00013564729233688527,0.0,0.4582825870645785,0.5417174129354216,0.0,0.005552366147075797,0.0006229674250529864,0.06289058921459165,1.0,0.0009495340463646473,0.004178140664194174,Stage37_carry_roll_only,True,False,0,Optimization terminated successfully,7,-0.004178140664194174,0.08646160477712542,-0.033856743844154935,0.0,0.04353839522287459,0.12614325615584507,-0.00047954545454545385,-0.00047954545454545385,-0.00824891774891775,-0.008728463203463205,1.0,1.0,0.0,0.0,0.002759064981358923
2007-07,2007-06,2007-06-29,5.26,5.38,5.51,0.01854472673414676,0.018544726989931835,1.005181643410151,0.0,7.308144997497656e-08,2.192443499249297e-10,3.654072500136607e-11,1.694065894508601e-24,0.4649344406177387,0.5350655593822613,5.0821976835258036e-24,0.003634380295281386,0.0005424345315672692,0.04035795635397302,1.0,6.5093341255222545e-09,0.003248066039223082,Stage37_carry_roll_only,True,False,0,Optimization terminated successfully,1,-0.003248066039223082,0.08067970239662037,-0.03313691685023312,0.0,0.04932029760337964,0.12686308314976688,-0.00016506410256410253,-0.00016506410256410253,-0.010476495726495724,-0.010641559829059826,1.0,1.0,0.0,0.0,0.002903183202477487
2007-08,2007-07,2007-07-31,5.22,5.28,5.37,0.012714541282098354,0.01271454166725184,1.017962066911297,0.0,1.1004385308541198e-07,3.3013155925623595e-10,5.502192654270599e-11,5.548339748081415e-17,0.4600111016222532,0.5399888983777467,5.548340125741884e-17,0.005782058746062144,0.0005244495672879742,0.06623800754901789,1.0,6.5211281157456985e-09,0.005409497222409511,Stage37_carry_roll_only,True,False,0,Optimization terminated successfully,1,-0.005409497222409511,0.07933091961811416,-0.033660276181294024,0.0,0.05066908038188585,0.12633972381870598,-0.0003713080168776363,-0.0003713080168776363,-0.0056772151898734245,-0.006048523206751061,1.0,1.0,0.0,0.0,0.00488944430464663
2007-09,2007-08,2007-08-31,5.43,5.47,5.57,0.04035251387633604,0.0403525166451804,1.0590393953419188,0.0,7.910983883530602e-07,2.3732951650591806e-09,3.9554919417647674e-10,5.383161716381129e-17,0.45325393324000424,0.5467460667599957,5.2686932270773196e-17,0.005937139328884407,0.00048559662240729343,0.06833209221216913,1.0,7.462790504344814e-09,0.005587307850045095,Stage37_carry_roll_only,True,False,0,Optimization terminated successfully,1,-0.005587307850045095,0.07633583345249806,-0.03442822535897644,0.0,0.053664166547501946,0.12557177464102356,-0.0002500000000000002,-0.0002500000000000002,-0.003939583333333331,-0.004189583333333331,1.0,1.0,0.0,0.0,0.004345478474953139
2007-10,2007-09,2007-09-28,5.46,5.52,5.6,0.0348085719073461,0.034808572500269454,1.0959030442873903,0.0,1.694066741054193e-07,5.082200223162579e-10,8.470333706653331e-11,5.359055510088459e-17,0.43678015979116297,0.5632198402088371,5.479250073795192e-17,0.00765718436898042,0.0006387500057327502,0.08805371239336854,1.0,6.549867336972127e-09,0.007229192164934359,Stage37_carry_roll_only,True,False,0,Optimization terminated successfully,1,-0.007229192164934359,0.08754998611532158,-0.03629946016587643,0.0,0.04245001388467842,0.12370053983412357,-0.00016358024691358157,-0.00016358024691358157,-0.0025576131687242766,-0.002721193415637858,1.0,1.0,0.0,0.0,0.006571100571148145
2007-11,2007-10,2007-10-31,5.43,5.49,5.56,0.011418091014420852,0.012175248024938265,1.1084161649900446,0.0,0.21633057443354664,0.0006489917233006399,0.00010816528721677324,0.0,0.20781743350527881,0.7921825664947212,0.0,0.015427535035567748,0.0014083333352463746,0.17668042041533472,1.0,0.0007571600105255023,0.013736872178102093,Stage37_carry_roll_only,True,False,0,Optimization terminated successfully,7,-0.013736872178102093,0.1300000000882942,-0.06215915186042553,0.0,-8.829420528044807e-11,0.09784084813957447,-0.00018658536585365766,-0.00018658536585365766,-0.004359756097560978,-0.004546341463414635,1.0,1.0,0.0,0.0,0.009613163665664873
2007-12,2007-11,2007-11-30,5.77,5.84,5.69,0.0652669883482274,0.06542435564305762,1.1807591499154366,0.0,0.04496208423720713,0.0001348862527116214,2.2481042118603578e-05,0.0,0.249608501176721,0.750391498823279,0.0,0.011109114689351775,0.001408333333352849,0.1248593762721042,1.0,0.00015737029486914664,0.01005524073993693,Stage37_carry_roll_only,True,False,0,Optimization terminated successfully,3,-0.010055240739936931,0.13000000000090073,-0.05745981860569771,0.0,-9.007239398783895e-13,0.1025401813943023,0.00012816265060241073,0.00012816265060241073,-0.008473895582329319,-0.008345732931726909,1.0,1.0,0.0,0.0,0.007424776624411369
2008-01,2007-12,2007-12-31,5.74,5.78,5.7,0.08629670779574587,0.08640995874336437,1.2826547772528425,0.0,0.032357413605283644,9.707224081585094e-05,1.617870680264183e-05,4.1555311328359144e-18,0.26723102504157215,0.7327689749584279,0.0,0.014785124204024672,0.0014083333333334397,0.16897149044829543,1.0,0.00011325394767257619,0.013794319440345804,Stage37_carry_roll_only,True,False,0,Optimization terminated successfully,4,-0.013794319440345804,0.13000000000000492,-0.05080517539728443,0.0,-4.912736883966318e-15,0.10919482460271557,1.4136904761905683e-05,1.4136904761905683e-05,-0.006373015873015872,-0.006358878968253968,1.0,1.0,0.0,0.0,0.008005695786865356
