month,contribution_KODEX200,contribution_BOND,contribution_GLD,contribution_GSG,gross_return_check,portfolio_gross_return,diff_vs_portfolio_gross_return
2007-08,-0.006334706747722973,-0.0011299417153042461,0.0023247547539397453,-0.0,-0.005139893709087474,-0.0051398937090875,2.6020852139652106e-17
2007-09,0.013696164100350081,0.0012542283606908947,0.009552691722748946,0.0,0.024503084183789922,0.0245030841837899,2.0816681711721685e-17
2007-10,0.022755137178504428,0.002239857829009161,0.010535852366977384,0.0,0.03553084737449097,0.035530847374491,-2.7755575615628914e-17
2007-11,-0.027999318209709294,-0.001413606811188042,0.003264343094917729,-3.799186156906012e-05,-0.026186573787548666,-0.0261865737875487,3.469446951953614e-17
2007-12,-0.0017619110846964472,0.001119330253564305,0.021639041389300204,0.0016300467350180046,0.022626507293186066,0.0226265072931861,-3.469446951953614e-17
2008-01,-0.03178736558212871,0.010250109592965967,0.029159103401633194,-0.0010697159754536338,0.006552131437016818,0.0065521314370168,1.8214596497756474e-17
2008-02,0.0014988434117934693,0.002822017356607935,0.02205161205423706,0.008501676030632305,0.03487414885327077,0.0348741488532708,-3.469446951953614e-17
2008-03,0.0,3.23521975115472e-05,-0.019424525055655506,0.0015594863814774782,-0.01783268647666648,-0.0178326864766665,1.734723475976807e-17
2008-04,0.0,0.0031956312101950133,-0.009953134552312407,0.029605307363415576,0.022847804021298185,0.0228478040212981,8.326672684688674e-17
2008-05,-0.0016460020901869158,-0.0021589355898772224,0.014221014623751782,0.02892518918610601,0.039341266129793655,0.0393412661297936,5.551115123125783e-17
2008-06,-0.019865978640365864,-0.0007751792362717285,0.02509149044144296,0.044033218819337375,0.048483551384142745,0.0484835513841427,4.85722573273506e-17
2008-07,-0.0,0.001564214151911554,-0.02216845721259387,-0.0586820907595765,-0.07928633382025882,-0.0792863338202587,-1.249000902703301e-16
2008-08,-0.0,-0.0006713011065389967,-0.009616437708816483,-0.0,-0.01028773881535548,-0.0102877388153555,1.9081958235744878e-17
2008-09,0.0,0.0054352749343236,0.0,-0.0,0.0054352749343236,0.0054352749343236,0.0
2008-10,-0.0,0.006456160912599961,-0.05861543664676652,-0.0,-0.05215927573416656,-0.0521592757341665,-5.551115123125783e-17
2008-11,-0.0,0.0016240086351188296,0.11007634379497087,-0.0,0.1117003524300897,0.1117003524300897,0.0
2008-12,0.0,0.021532004503721874,0.010463810554896513,-0.0,0.031995815058618385,0.0319958150586183,8.326672684688674e-17
2009-01,0.0,0.003021276252867109,0.04986548519162218,-0.0,0.05288676144448928,0.0528867614444893,-1.3877787807814457e-17
2009-02,-0.015210638495389119,0.0002814806637540639,0.07217408629283348,0.0,0.05724492846119843,0.0572449284611984,2.7755575615628914e-17
2009-03,0.0007099843410370559,0.0037384529549381474,-0.07123895578853759,-0.0,-0.06679051849256239,-0.0667905184925623,-8.326672684688674e-17
2009-04,0.033349889288242875,0.004757058404440004,-0.04831065832597634,-0.0,-0.010203710633293464,-0.0102037106332934,-6.418476861114186e-17
2009-05,0.0003604839362877222,-0.0005876460836316851,0.03338423017845186,0.0,0.0331570680311079,0.0331570680311079,0.0
2009-06,0.0009519146292618473,0.0,-0.011371610016580174,0.00020977951528522071,-0.010209915872033105,-0.0102099158720331,-5.204170427930421e-18
2009-07,0.05227663559781741,-3.5036779256993644e-05,-0.006334835763169093,-0.0034582942948801353,0.042448468760511185,0.0424484687605111,8.326672684688674e-17
2009-08,0.007390978417218808,2.64801348640217e-05,0.006774307927515471,0.0028784039180061198,0.01707017039760442,0.0170701703976044,2.0816681711721685e-17
2009-09,0.02723783061406307,0.0004523815584704171,-0.005732744866855937,-0.01786828257092702,0.004089184734750527,0.0040891847347505,2.688821387764051e-17
2009-10,-0.02638933537581497,0.0007355096511210524,0.023584521132000755,0.0016899896401765349,-0.000379314952516628,-0.0003793149525166,-2.802662615875029e-17
2009-11,0.0025303021924282494,0.0036114690133753668,0.02745211418442562,-0.002221041119904537,0.0313728442703247,0.0313728442703247,0.0
2009-12,0.027310610629755896,-0.0011752914497544975,-0.021490547786424133,0.001180014503369617,0.005824785896946884,0.0058247858969468,8.413408858487514e-17
2010-01,-0.015376484505413696,0.002496801809526829,-0.0007509350640498242,-0.008835264539811516,-0.022465882299748205,-0.0224658822997482,-3.469446951953614e-18
2010-02,4.1307753051628e-05,0.004192112141601189,0.0053815317176791515,0.007300473784794763,0.016915425397126732,0.0169154253971267,3.122502256758253e-17
2010-03,0.0,0.00513622123648289,-0.006338238716681466,-0.0007967341056844372,-0.001998751585883013,-0.001998751585883,-1.3010426069826053e-17
2010-04,0.0,0.0019988062393866426,0.01823750437399497,0.002547316332373561,0.02278362694575517,0.0227836269457551,6.938893903907228e-17
2010-05,-0.0,-8.988149954698329e-05,0.05154428593646094,-0.01516740458985012,0.036286999847063836,0.0362869998470638,3.469446951953614e-17
2010-06,0.0,0.0009428950889380349,0.005649668791982575,0.00246169022059412,0.00905425410151473,0.0090542541015148,-6.938893903907228e-17
2010-07,0.0,0.0015385728900436134,-0.03841609077347245,0.00892856218116564,-0.027948955702263203,-0.0279489557022632,-3.469446951953614e-18
2010-08,-0.0,0.0036360373083163923,0.03176563243586181,-0.010936046269014022,0.024465623475164178,0.0244656234751641,7.632783294297951e-17
2010-09,0.0,0.006430159491570373,-0.0031443050142821215,0.0038475449324136784,0.007133399409701931,0.0071333994097019,3.0357660829594124e-17
2010-10,0.0,-0.0017391131514018338,0.008495646589815112,0.00270675552840929,0.009463288966822568,0.0094632889668226,-3.122502256758253e-17
2010-11,0.0,0.0022562092429051087,0.02517694540372142,0.009007076628416167,0.036440231275042693,0.0364402312750427,-6.938893903907228e-18
2010-12,0.0,-0.00048404395292191556,-0.004897550663137554,0.01060569496702618,0.00522410035096671,0.0052241003509666,1.1015494072452725e-16
2011-01,0.00032296523771072755,-0.0019161024314019676,-0.022391139896666083,0.004284397064979989,-0.019699880025377335,-0.0196998800253773,-3.469446951953614e-17
2011-02,-0.0,0.0019663478122208273,0.023896534442568743,0.00959454235118688,0.03545742460597645,0.0354574246059765,-4.85722573273506e-17
2011-03,0.0,0.0036049877141789933,-0.007623012098190933,0.001301738289791082,-0.0027162860942208577,-0.0027162860942208,-5.767955557622884e-17
2011-04,0.0,0.0007693069788313544,0.02315720879266267,0.00236819334423921,0.026294709115733235,0.0262947091157332,3.469446951953614e-17
2011-05,-0.0,0.00320253322690488,-0.003146400137345889,-0.015523118160151278,-0.015466985070592288,-0.0154669850705922,-8.847089727481716e-17
2011-06,-0.0,0.00041161427623521497,-0.014965014722906289,-0.014030967322148693,-0.028584367768819768,-0.0285843677688197,-6.938893903907228e-17
2011-07,0.0005437360977419542,0.0018569325701397158,0.03475518700531971,0.0,0.03715585567320138,0.0371558556732014,-2.0816681711721685e-17
2011-08,-0.02442792345330441,0.005887196710693224,0.056698133273230325,-0.0,0.03815740653061914,0.0381574065306191,3.469446951953614e-17
2011-09,-0.0,-0.0007539112864692329,0.005460822154303434,-0.0020174290893484556,0.0026894817784857456,0.0026894817784857,4.5536491244391186e-17
2011-10,0.0,0.0028815290341406273,-0.021183800955911,0.0,-0.01830227192177037,-0.0183022719217703,-6.938893903907228e-17
2011-11,0.003741660801468814,0.0025667004707237537,0.02172036996133466,0.0,0.028028731233527227,0.0280287312335272,2.7755575615628914e-17
2011-12,-0.010673353568972784,0.0013868184189130765,-0.02921932094508179,0.0,-0.0385058560951415,-0.0385058560951415,0.0
2012-01,0.018553955572038934,0.0016860018137922846,0.025611317681221706,-0.0,0.04585127506705292,0.0458512750670529,2.0816681711721685e-17
2012-02,0.013774394308295228,0.0006599029943261453,-0.00866617346202083,0.0,0.005768123840600544,0.0057681238406005,4.423544863740858e-17
2012-03,-0.0007362035543038018,0.00021395140679936347,-0.005112085883187998,-0.0,-0.0056343380306924365,-0.0056343380306924,-3.642919299551295e-17
2012-04,-0.0011044725356588398,0.0024485723638972908,9.040511900073423e-05,-0.0,0.0014345049472391852,0.0014345049472391,8.521829075736065e-17
