일자,종목코드,종목명,종가,대비,시가,고가,저가,내재변동성,익일기준가,거래량,거래대금,미결제약정
"2020/12/30 (주간)","201R1245","코스피200 C 202101 245.0","143.95","7.40","141.80","143.95","141.80","64.00","143.95","129","4602137500","1721"
"2020/12/30 (주간)","201R1247","코스피200 C 202101 247.5",,"0.00","0.00","0.00","0.00","61.65","141.85","0","0","1"
"2020/12/30 (주간)","201R1250","코스피200 C 202101 250.0",,"0.00","0.00","0.00","0.00","59.30","139.35","0","0","1"
"2020/12/30 (주간)","201R1252","코스피200 C 202101 252.5",,"0.00","0.00","0.00","0.00","56.96","136.85","0","0","1"
"2020/12/30 (주간)","201R1255","코스피200 C 202101 255.0",,"0.00","0.00","0.00","0.00","54.61","134.35","0","0","0"
"2020/12/30 (주간)","201R1257","코스피200 C 202101 257.5",,"0.00","0.00","0.00","0.00","52.26","131.85","0","0","0"
"2020/12/30 (주간)","201R1260","코스피200 C 202101 260.0",,"0.00","0.00","0.00","0.00","49.92","129.35","0","0","90"
"2020/12/30 (주간)","201R1262","코스피200 C 202101 262.5",,"0.00","0.00","0.00","0.00","47.57","126.85","0","0","0"
"2020/12/30 (주간)","201R1265","코스피200 C 202101 265.0",,"0.00","0.00","0.00","0.00","45.23","124.35","0","0","1"
"2020/12/30 (주간)","201R1267","코스피200 C 202101 267.5",,"0.00","0.00","0.00","0.00","42.88","121.85","0","0","0"
"2020/12/30 (주간)","201R1270","코스피200 C 202101 270.0",,"0.00","0.00","0.00","0.00","40.53","119.35","0","0","6"
"2020/12/30 (주간)","201R1272","코스피200 C 202101 272.5",,"0.00","0.00","0.00","0.00","38.19","116.85","0","0","0"
"2020/12/30 (주간)","201R1275","코스피200 C 202101 275.0",,"0.00","0.00","0.00","0.00","35.84","114.35","0","0","0"
"2020/12/30 (주간)","201R1277","코스피200 C 202101 277.5",,"0.00","0.00","0.00","0.00","33.50","111.85","0","0","0"
"2020/12/30 (주간)","201R1280","코스피200 C 202101 280.0",,"0.00","0.00","0.00","0.00","31.15","109.35","0","0","11"
"2020/12/30 (주간)","201R1282","코스피200 C 202101 282.5",,"0.00","0.00","0.00","0.00","28.80","106.85","0","0","6"
"2020/12/30 (주간)","201R1285","코스피200 C 202101 285.0",,"0.00","0.00","0.00","0.00","26.46","104.35","0","0","1"
"2020/12/30 (주간)","201R1287","코스피200 C 202101 287.5",,"0.00","0.00","0.00","0.00","24.11","101.85","0","0","1"
"2020/12/30 (주간)","201R1290","코스피200 C 202101 290.0",,"0.00","0.00","0.00","0.00","21.76","99.35","0","0","7"
"2020/12/30 (주간)","201R1292","코스피200 C 202101 292.5",,"0.00","0.00","0.00","0.00","19.42","96.85","0","0","3"
"2020/12/30 (주간)","201R1295","코스피200 C 202101 295.0",,"0.00","0.00","0.00","0.00","17.07","94.35","0","0","3"
"2020/12/30 (주간)","201R1297","코스피200 C 202101 297.5",,"0.00","0.00","0.00","0.00","14.73","91.85","0","0","0"
"2020/12/30 (주간)","201R1300","코스피200 C 202101 300.0",,"0.00","0.00","0.00","0.00","12.38","89.35","0","0","8"
"2020/12/30 (주간)","201R1302","코스피200 C 202101 302.5",,"0.00","0.00","0.00","0.00","10.03","86.85","0","0","5"
"2020/12/30 (주간)","201R1305","코스피200 C 202101 305.0",,"0.00","0.00","0.00","0.00","7.69","84.35","0","0","22"
