일자,종목코드,종목명,종가,대비,시가,고가,저가,내재변동성,익일기준가,거래량,거래대금,미결제약정
"2008/12/30 (주간)","201D1107","코스피200 C 200901 107.5","37.60","-0.40","40.50","40.50","37.60","38.00","37.60","3","11785000","1909"
"2008/12/30 (주간)","201D1110","코스피200 C 200901 110.0","38.20","6.60","38.20","38.20","38.20","64.00","38.20","96","366720000","1800"
"2008/12/30 (주간)","201D1112","코스피200 C 200901 112.5",,"0.00","0.00","0.00","0.00","38.00","32.60","0","0","488"
"2008/12/30 (주간)","201D1115","코스피200 C 200901 115.0","33.00","3.55","32.90","33.00","32.90","3.00","33.00","8","26390000","132"
"2008/12/30 (주간)","201D1117","코스피200 C 200901 117.5",,"0.00","0.00","0.00","0.00","38.00","27.80","0","0","57"
"2008/12/30 (주간)","201D1120","코스피200 C 200901 120.0","25.65","1.55","29.40","29.40","25.65","3.00","25.65","4","10915000","672"
"2008/12/30 (주간)","201D1122","코스피200 C 200901 122.5",,"1.95","0.00","0.00","0.00","38.00","22.65","0","0","1143"
"2008/12/30 (주간)","201D1125","코스피200 C 200901 125.0","22.50","2.05","23.80","24.10","22.50","64.00","22.50","6","14110000","1642"
"2008/12/30 (주간)","201D1127","코스피200 C 200901 127.5","20.00","1.95","19.70","21.20","19.70","32.00","20.00","9","18345000","1233"
"2008/12/30 (주간)","201D1130","코스피200 C 200901 130.0","15.70","0.00","16.80","19.75","15.70","3.00","15.70","145","261795000","4340"
"2008/12/30 (주간)","201D1132","코스피200 C 200901 132.5","13.25","-0.55","15.70","17.30","13.20","3.00","13.25","34","53865000","5613"
"2008/12/30 (주간)","201D1135","코스피200 C 200901 135.0","11.05","-0.85","12.20","15.05","11.05","3.00","11.05","239","321255000","5775"
"2008/12/30 (주간)","201D1137","코스피200 C 200901 137.5","9.60","-0.50","10.50","12.80","9.45","36.00","9.60","664","727135000","4613"
"2008/12/30 (주간)","201D1140","코스피200 C 200901 140.0","7.60","-0.25","8.35","10.70","7.55","36.00","7.60","4824","4439465000","11632"
"2008/12/30 (주간)","201D1142","코스피200 C 200901 142.5","5.60","-0.50","6.60","8.65","5.60","34.00","5.60","16301","12104625000","9052"
"2008/12/30 (주간)","201D1145","코스피200 C 200901 145.0","4.20","-0.40","4.75","6.80","4.20","35.50","4.20","22942","12866545000","19870"
"2008/12/30 (주간)","201D1147","코스피200 C 200901 147.5","3.45","0.05","3.50","5.15","3.00","40.50","3.45","60926","24976865000","22671"
"2008/12/30 (주간)","201D1150","코스피200 C 200901 150.0","2.12","-0.21","2.40","3.75","2.10","36.90","2.12","188339","54154833000","43213"
"2008/12/30 (주간)","201D1152","코스피200 C 200901 152.5","1.42","-0.10","1.62","2.64","1.38","37.10","1.42","431955","92095529000","38755"
"2008/12/30 (주간)","201D1155","코스피200 C 200901 155.0","0.89","-0.12","1.05","1.79","0.89","37.00","0.89","659811","93256156000","62707"
"2008/12/30 (주간)","201D1157","코스피200 C 200901 157.5","0.50","-0.15","0.70","1.20","0.50","36.20","0.50","572721","52782929000","47161"
"2008/12/30 (주간)","201D1160","코스피200 C 200901 160.0","0.33","-0.08","0.45","0.78","0.33","37.40","0.33","846408","49822493000","84637"
"2008/12/30 (주간)","201D1162","코스피200 C 200901 162.5","0.21","-0.07","0.28","0.50","0.21","38.40","0.21","425347","15955762000","64617"
"2008/12/30 (주간)","201D1165","코스피200 C 200901 165.0","0.13","-0.03","0.15","0.33","0.13","39.40","0.13","463324","11222500000","93981"
"2008/12/30 (주간)","201D1167","코스피200 C 200901 167.5","0.07","-0.02","0.12","0.21","0.07","39.20","0.07","252550","3930735000","62790"
"2008/12/30 (주간)","201D1170","코스피200 C 200901 170.0","0.06","0.00","0.08","0.14","0.06","42.20","0.06","303363","3109419000","99644"
"2008/12/30 (주간)","201D1172","코스피200 C 200901 172.5","0.04","0.00","0.04","0.10","0.04","42.90","0.04","168054","1123502000","50819"
"2008/12/30 (주간)","201D1175","코스피200 C 200901 175.0","0.02","-0.01","0.02","0.07","0.02","42.60","0.02","166591","808734000","81181"
"2008/12/30 (주간)","201D1177","코스피200 C 200901 177.5","0.01","-0.01","0.01","0.05","0.01","42.90","0.01","90934","255713000","47891"
"2008/12/30 (주간)","201D1180","코스피200 C 200901 180.0","0.01","0.00","0.01","0.04","0.01","45.60","0.01","102227","259141000","72648"
