일자,종목코드,종목명,종가,대비,시가,고가,저가,내재변동성,익일기준가,거래량,거래대금,미결제약정
"2011/12/29 (주간)","201G1215","코스피200 C 201201 215.0","22.75","0.00","22.00","24.45","21.15","3.00","22.75","259","572110000","4491"
"2011/12/29 (주간)","201G1217","코스피200 C 201201 217.5","20.35","-0.25","20.00","21.90","19.05","3.00","20.35","13","26430000","1033"
"2011/12/29 (주간)","201G1220","코스피200 C 201201 220.0","17.75","-0.05","16.80","19.60","16.60","3.00","17.75","113","200655000","948"
"2011/12/29 (주간)","201G1222","코스피200 C 201201 222.5","15.85","-0.15","15.90","17.55","14.50","8.00","15.85","56","90860000","1371"
"2011/12/29 (주간)","201G1225","코스피200 C 201201 225.0","13.85","0.10","12.60","15.25","12.50","22.00","13.85","257","356425000","4614"
"2011/12/29 (주간)","201G1227","코스피200 C 201201 227.5","11.50","-0.20","10.45","13.00","10.35","20.00","11.50","634","732215000","3612"
"2011/12/29 (주간)","201G1230","코스피200 C 201201 230.0","9.50","-0.30","9.20","11.05","8.50","21.00","9.50","3528","3394605000","11867"
"2011/12/29 (주간)","201G1232","코스피200 C 201201 232.5","8.00","0.00","6.95","9.15","6.85","23.00","8.00","7468","5848005000","9556"
"2011/12/29 (주간)","201G1235","코스피200 C 201201 235.0","6.20","-0.25","5.50","7.40","5.40","22.30","6.20","26609","16809255000","16954"
"2011/12/29 (주간)","201G1237","코스피200 C 201201 237.5","4.65","-0.45","4.20","5.90","4.15","21.60","4.65","59530","30161485000","18115"
"2011/12/29 (주간)","201G1240","코스피200 C 201201 240.0","3.70","-0.20","3.80","4.55","3.10","23.00","3.70","82339","31295390000","41603"
"2011/12/29 (주간)","201G1242","코스피200 C 201201 242.5","2.75","-0.18","2.43","3.45","2.28","23.10","2.75","301066","80138379000","36843"
"2011/12/29 (주간)","201G1245","코스피200 C 201201 245.0","2.02","-0.14","1.68","2.56","1.64","23.40","2.02","654513","139436615000","60190"
"2011/12/29 (주간)","201G1247","코스피200 C 201201 247.5","1.42","-0.14","1.23","1.86","1.15","23.40","1.42","501692","75612749000","53116"
"2011/12/29 (주간)","201G1250","코스피200 C 201201 250.0","0.98","-0.12","0.90","1.33","0.80","23.60","0.98","750988","80135370000","107468"
"2011/12/29 (주간)","201G1252","코스피200 C 201201 252.5","0.68","-0.12","0.60","0.94","0.55","23.80","0.68","481130","35670109000","79847"
"2011/12/29 (주간)","201G1255","코스피200 C 201201 255.0","0.46","-0.09","0.40","0.66","0.38","24.00","0.46","435502","22227415000","87507"
"2011/12/29 (주간)","201G1257","코스피200 C 201201 257.5","0.32","-0.04","0.28","0.46","0.26","24.70","0.32","292952","10323827000","88305"
"2011/12/29 (주간)","201G1260","코스피200 C 201201 260.0","0.22","-0.03","0.20","0.33","0.18","24.90","0.22","306303","7785684000","129414"
"2011/12/29 (주간)","201G1262","코스피200 C 201201 262.5","0.15","-0.05","0.14","0.24","0.13","25.50","0.15","253241","4463721000","124713"
"2011/12/29 (주간)","201G1265","코스피200 C 201201 265.0","0.10","-0.03","0.10","0.17","0.09","25.70","0.10","331403","4032014000","90735"
"2011/12/29 (주간)","201G1267","코스피200 C 201201 267.5","0.07","-0.02","0.07","0.13","0.06","26.30","0.07","452848","3863484000","212579"
"2011/12/29 (주간)","301G1215","코스피200 P 201201 215.0","0.37","-0.05","0.48","0.51","0.32","32.60","0.37","520154","21085267000","204972"
"2011/12/29 (주간)","301G1217","코스피200 P 201201 217.5","0.54","-0.04","0.65","0.68","0.43","32.30","0.54","215114","11682269000","74437"
"2011/12/29 (주간)","301G1220","코스피200 P 201201 220.0","0.69","-0.11","0.88","0.91","0.57","31.20","0.69","392132","29161885000","102927"
"2011/12/29 (주간)","301G1222","코스피200 P 201201 222.5","0.90","-0.14","1.20","1.23","0.77","30.00","0.90","370234","37196452000","75026"
"2011/12/29 (주간)","301G1225","코스피200 P 201201 225.0","1.28","-0.03","1.50","1.64","1.03","30.00","1.28","482389","64234239000","64904"
"2011/12/29 (주간)","301G1227","코스피200 P 201201 227.5","1.68","-0.10","1.93","2.17","1.38","29.30","1.68","472310","83955148000","34572"
"2011/12/29 (주간)","301G1230","코스피200 P 201201 230.0","2.26","-0.10","2.61","2.86","1.85","28.80","2.26","669056","155948337000","70747"
"2011/12/29 (주간)","301G1232","코스피200 P 201201 232.5","2.91","-0.09","3.40","3.70","2.44","28.30","2.91","268017","74552534000","37625"
"2011/12/29 (주간)","301G1235","코스피200 P 201201 235.0","3.95","0.05","4.40","4.75","3.20","28.80","3.95","67706","26718240000","33731"
"2011/12/29 (주간)","301G1237","코스피200 P 201201 237.5","4.90","-0.05","5.50","6.00","4.15","27.80","4.90","60267","30353095000","23428"
"2011/12/29 (주간)","301G1240","코스피200 P 201201 240.0","6.15","-0.05","7.00","7.50","5.35","27.80","6.15","47416","29950550000","33204"
"2011/12/29 (주간)","301G1242","코스피200 P 201201 242.5","7.75","-0.25","8.60","9.10","6.75","28.00","7.75","10988","8166490000","15664"
"2011/12/29 (주간)","301G1245","코스피200 P 201201 245.0","9.80","0.25","7.65","10.95","7.65","30.50","9.80","7661","7456870000","19340"
"2011/12/29 (주간)","301G1247","코스피200 P 201201 247.5","11.45","-0.15","13.10","13.10","10.15","30.00","11.45","2268","2546330000","9100"
